Játékos;Poszt;Státusz;Szül. év.;Mag.;Töm.;Csapat
MOKÁNSZKI Máté;FC;Hazai;2000;198;110;Nyíregyháza, Pécsi VSK, Szolnoki Olajbányász, ZTE KK
MOKÁNSZKI Milán;GF;Hazai;2004;192;86;Szedeák
MOKOS Gábor;PG;Hazai;1964;190;80;Atomerőmű SE, Budapesti Honvéd, MAFC
MOLNÁR András;GF;Hazai;1983;194;90;Debreceni EAC, Debreceni KK, Kecskemét, MAFC, Sopron KC, Szedeák, Szolnoki Olajbányász
Aron MOLNAR;C;Légiós;1978;210;120;Szedeák
MOLNÁR Attila;;Hazai;;;;Sopron KC
MOLNÁR Bence;G;Hazai;1991;190;85;Falco KC Szombathely, Jászberény
MOLNÁR Bence;G;Hazai;1993;194;88;Sopron KC, Szedeák
MOLNÁR Csaba;C;Hazai;1963;203;95;Sopron KC, Soproni MAFC
MOLNÁR Csaba;G;Hazai;1957;183;82;Szegedi EOL, Testnevelési Főiskola
MOLNÁR Dániel;GF;Hazai;1998;188;89;Debreceni EAC, Kecskemét
MOLNÁR Gábor;SG;Hazai;1978;186;85;Falco KC Szombathely
MOLNÁR Gábor;G;Hazai;1955;186;90;Szolnoki Olajbányász
MOLNÁR István;G;Hazai;;180;;Csepel
MOLNÁR István;PF;Hazai;1964;199;89;Sopron KC, Tungsram
MOLNÁR István;PG;Hazai;1960;177;75;Dombóvár, Egri TANÉP
MOLNÁR József;F;Hazai;1959;195;88;Csepel, Egri TANÉP
MOLNÁR László;C;Hazai;1963;203;108;Körmend, Sopron KC
MOLNÁR Levente;G;Hazai;1998;190;82;Körmend
MOLNÁR Marcell;PG;Hazai;1994;188;83;Jászberény, MAFC, Nyíregyháza, Sopron KC
MOLNÁR Márk;PG;Hazai;1978;184;78;Hódmezővásárhely
MOLNÁR Márton;C;Hazai;1994;208;108;Alba Fehérvár, Debreceni EAC, Kecskemét, Oroszlány, Sopron KC, Szolnoki Olajbányász
MOLNÁR Máté;G;Hazai;1997;182;92;Alba Fehérvár, MAFC
MOLNÁR Mátyás;SG;Hazai;2002;187;82;Pécsi VSK
MOLNÁR Miklós;SF;Hazai;1985;194;88;Debreceni KK, Dombóvár, Pécsi VSK, Szedeák
MOLNÁR Péter;SF;Hazai;1970;198;90;Budapesti Honvéd, Százhalombatta, Tungsram
MOLNÁR Róbert;GF;Hazai;1988;192;92;Körmend
MOLNÁR Tamás;C;Hazai;1969;205;115;Atomerőmű SE, Falco KC Szombathely, Körmend
MOLNÁR Tamás;;Hazai;;;;MAFC
MONDI Richárd;G;Hazai;1999;190;73;Jászberény
MONDZINGER Márk;PF;Hazai;1990;200;112;Factum Sport Debrecen, Nyíregyháza, Szolnoki Olajbányász
MONOK István;C;Hazai;1957;203;95;ZTE KK
MONOK Tibor;GF;Hazai;1962;193;75;Atomerőmű SE, Kaposvári Honvéd Táncsics, Kaposvári KK, Videoton
MONOSZLAI Zoltán;G;Hazai;1954;187;78;Budapest SE, Kandó MFSC
Chris MONROE;SG;Légiós;1981;190;97;Atomerőmű SE
Denard MONTGOMERY;C;Légiós;1970;205;110;Sopron KC
E.J. MONTGOMERY;FC;Légiós;1999;208;103;Sopron KC
Stefan MOODY;PG;Légiós;1993;178;84;Debreceni EAC
Darren MOORE;SG;Légiós;1989;191;86;Factum Sport Debrecen
Devon MOORE;PG;Légiós;1989;193;82;Körmend
Jalen MOORE;PG;Légiós;1999;180;74;Körmend
Jimmy MOORE;FC;Légiós;1973;203;;Budapesti Honvéd
Marcus MOORE;GF;Légiós;1980;198;94;Körmend
Mike MOORE;PF;Légiós;1994;203;95;Körmend
Ramone MOORE;G;Légiós;1989;193;86;Alba Fehérvár
Ronald MOORE;PG;Légiós;1988;183;75;Alba Fehérvár, Debreceni EAC
Demetris MORANT;FC;Légiós;1992;206;95;Szolnoki Olajbányász
MORAVCSIK Áron;PG;Hazai;1991;189;84;Szedeák, Vasas
Dwayne MORGAN;PF;Légiós;1996;203;99;Oroszlány
Malik MORGAN;SG;Légiós;1994;193;93;Körmend
MORGEN Ferdinánd;FC;Hazai;1990;206;90;Atomerőmű SE
MORGEN Frigyes;C;Hazai;1957;206;106;Atomerőmű SE, Budapesti Honvéd, Csepel
Marko MORIĆ;PF;Légiós;1981;207;;Körmend
MÓRICZ Tamás;GF;Hazai;1976;192;85;Matáv Pécs, Pécsi VSK
Donovan MORRIS;SG;Légiós;1984;191;91;Falco KC Szombathely
Scott MORRISON;C;Légiós;1986;211;113;Alba Fehérvár
Anthony MORSE;FC;Légiós;1994;206;104;Atomerőmű SE
Chris MORTELLARO;C;Légiós;1982;208;105;Pécsi VSK
David MOSELEY;SG;Légiós;1977;193;92;Alba Fehérvár, Kaposvári KK
Jagan MOSELY;G;Légiós;1998;191;98;Körmend
Jarvis MOSS;SG;Légiós;2003;193;94;Szedeák
MOSS László;F;Hazai;1960;199;94;MAFC, Tungsram
Mike MOTEN;C;Légiós;1971;203;114;Nyíregyháza
Ross MOUTON;SF;Légiós;1985;201;93;Nyíregyháza
MOZSGAI Csaba;F;Hazai;1964;194;86;Pécsi VSK
MUCHA Bertalan;SF;Hazai;2006;192;91;NKA Pécs
Saša MUČIČ;PF;Légiós;1983;203;104;Atomerőmű SE
Isaiah MUCIUS;F;Légiós;1999;199;90;Sopron KC
MUCZA Tamás;SG;Hazai;1999;191;93;Budapesti Honvéd, Oroszlány, Szedeák
Samir MUJANOVIĆ;PF;Honosított;1966;206;96;Falco KC Szombathely, Körmend, ZTE KK
Mirko MULALIĆ;GF;Légiós;1988;194;90;Alba Fehérvár
Nedžad MULIĆ;PG;Légiós;1977;181;;Szedeák
Peter MULLIGAN;GF;Légiós;1982;196;93;Körmend
MUNTEÁN András;SF;Hazai;1968;196;90;Atomerőmű SE, Budapesti Honvéd, Kecskemét, Oroszlány, Tungsram
Alex MURPHY;PF;Légiós;1993;203;102;Szolnoki Olajbányász
Rod MURRAY;SF;Légiós;1976;201;94;Debreceni KK
Nile MURRY;SG;Légiós;1983;193;94;Atomerőmű SE
Doug MUSE;C;Légiós;1973;208;;Debreceni KK
Herman MYERS;PF;Légiós;1972;201;;Csepel
Teyvon MYERS;G;Légiós;1994;188;84;Sopron KC
Anthony MYLES;GF;Légiós;1992;196;93;Alba Fehérvár, Sopron KC
NÁDAI Zoltán;G;Hazai;1959;183;74;Csepel, Egri TANÉP
NAGY Ágoston;G;Hazai;2009;184;75;Budapesti Honvéd
NAGY András;SF;Hazai;1984;194;;Kecskemét
NAGY Balázs;SF;Hazai;1990;192;84;Szolnoki Olajbányász
NAGY Bálint;SF;Hazai;1982;190;90;Budapesti Honvéd
NAGY Dániel;GF;Hazai;2006;193;89;Atomerőmű SE
NAGY Dezső;C;Hazai;1961;203;86;Volán SC
NAGY Dömötör;SG;Hazai;1999;190;80;Szolnoki Olajbányász
NAGY Gábor;G;Hazai;1952;185;79;Tungsram
NAGY György;FC;Hazai;1961;198;95;Alba Fehérvár
NAGY Imre;GF;Hazai;1966;193;77;Kaposvári KK, Oroszlány
NAGY Kálmán;;Hazai;;;;Alba Fehérvár
NAGY Krisztián;F;Hazai;1984;196;100;Nyíregyháza, Pécsi VSK
NAGY László;FC;Hazai;1953;201;94;MAFC, Szegedi EOL, Videoton
NAGY László;PG;Hazai;1967;188;;Kaposvári KK
NAGY Máté;SF;Hazai;1990;190;79;Debreceni KK
NAGY Péter;SF;Hazai;1978;195;87;Budapesti Honvéd, ZTE KK
NAGY Péter;SF;Hazai;2005;198;92;Körmend
NAGY Péter;GF;Hazai;1953;190;81;Videoton
NAGY Sándor;SG;Hazai;1996;;;Factum Sport Debrecen
NAGY Zoltán;PG;Hazai;1965;178;70;Budapesti Honvéd, Tungsram
NAGY Zsolt;FC;Hazai;1969;203;90;Atomerőmű SE, Videoton
NAGY Zsolt;C;Hazai;1973;208;100;Körmend, ZTE KK
Lee NAILON;PF;Légiós;1975;206;108;Atomerőmű SE
NÁRAI Bence;C;Hazai;1992;205;108;Falco KC Szombathely, Jászberény, Sopron KC
Malcolm NASH;FC;Légiós;1970;201;95;MAFC
Kiril NATJAZSKO;C;Légiós;1990;211;125;Szolnoki Olajbányász
Cameron NAYLOR;F;Légiós;1994;201;88;Szedeák
Igor NAZARENKO;C;Légiós;1960;205;;Pécsi VSK
Nyikolaj NAZAROV;PF;Légiós;1955;204;;Szolnoki Olajbányász
Will NEIGHBOUR;FC;Légiós;1990;208;102;MAFC
Anthony NELSON;PG;Légiós;1989;185;79;Nyíregyháza, Pécsi VSK
Lawrence NELSON;C;Légiós;1976;208;111;ZTE KK
Luke NELSON;PG;Légiós;1995;191;86;Sopron KC
Re'mon NELSON;PG;Légiós;1990;173;85;Jászberény
NEMES Balázs;SF;Hazai;1981;200;91;Atomerőmű SE
NÉMETH Ákos;SG;Hazai;1998;196;94;Alba Fehérvár, Körmend, ZTE KK
NÉMETH András;G;Hazai;2003;181;81;Pécsi VSK
NÉMETH Bálint;SG;Hazai;2004;187;79;Falco KC Szombathely
NÉMETH Csaba;;Hazai;;;;ZTE KK
NÉMETH Gábor;F;Hazai;1973;199;92;Sopron KC
NÉMETH Gergő;F;Hazai;1984;197;85;ZTE KK
NÉMETH István;PG;Hazai;1979;189;84;Körmend, Szolnoki Olajbányász
NÉMETH István;G;Hazai;1956;184;81;Körmend
NÉMETH János;;Hazai;;;;Körmend, Sopron KC
NÉMETH Károly;FC;Hazai;1953;200;100;Pécsi VSK, Vasas
NÉMETH Lehel;GF;Hazai;1961;187;;Sopron KC
NÉMETH Patrik;SG;Hazai;1978;191;85;ZTE KK
NEUWIRTH Bence;GF;Hazai;2002;192;90;Debreceni EAC
Darris NICHOLS;PG;Légiós;1986;191;91;Atomerőmű SE
David NICHOLS;PG;Légiós;1996;183;84;Alba Fehérvár, Sopron KC
Kassim NICHOLSON;F;Légiós;1999;201;91;Atomerőmű SE, Szedeák
NIKITIN Alexander;C;Hazai;1994;205;100;MAFC
NIKOLÉDI György;;Hazai;;;;Volán SC
Aleksandar NIKOLIĆ;G;Légiós;1971;188;;Sopron KC
Nemanja NIKOLIĆ;G;Légiós;1998;196;86;NKA Pécs
Hriszto NIKOLOV;F;Légiós;1985;200;102;Szolnoki Olajbányász
Matas NIPARAVIČIUS;C;Légiós;1982;207;102;Kaposvári KK
Zoran NIŠAVIĆ;PG;Légiós;1968;190;83;Alba Fehérvár, ZTE KK
Lee NIXON;SG;Légiós;1981;193;85;Körmend
Julian NORFLEET;G;Légiós;1991;188;86;Atomerőmű SE, Falco KC Szombathely, Kaposvári KK, ZTE KK
Sylvester NORRIS;C;Légiós;1957;211;99;MAFC
NOVÁK Áron;PG;Hazai;2000;185;68;Jászberény
NOVÁK Gábor;G;Hazai;1952;186;88;Szegedi EOL
Aleksa NOVAKOVIĆ;SF;Légiós;1996;198;99;Falco KC Szombathely
Vagyim NOVIKOV;FC;Légiós;1947;;;Csepel
NSHIMBA Joel;PF;Hazai;1998;200;90;Alba Fehérvár, Oroszlány
Robert NUBER;PG;Légiós;1983;188;89;Alba Fehérvár
Salih NUHANOVIĆ;C;Légiós;1982;210;113;Debreceni Egyetem
NUNEZ Martin;SF;Hazai;1982;194;;Alba Fehérvár
Ronald NUNNERY;GF;Légiós;1974;191;85;Kaposvári KK
Mark NWAKAMMA;PF;Légiós;1993;198;107;MAFC
NYERGES Zalán;G;Hazai;2002;183;82;Szolnoki Olajbányász
NYILAS István;F;Hazai;1976;202;90;Alba Fehérvár, Hódmezővásárhely, Kaposvári KK, Szedeák
NYÍRI Dániel;F;Hazai;1996;197;95;Jászberény
NYÍRY Péter;G;Hazai;1983;191;;MAFC
NYITRAI Gábor;PF;Hazai;1955;198;90;Oroszlány, Volán SC
NYITRAI István;GF;Hazai;1956;191;80;Pécsi EAC
NYULASI Ferenc;G;Hazai;1955;186;83;Alba Fehérvár
Robert O'KELLEY;PG;Légiós;1978;185;85;Szolnoki Olajbányász
Liam O'REILLY;G;Légiós;1996;188;82;ZTE KK
Chuck O'BANNON Jr.;F;Légiós;1999;198;105;Budapesti Honvéd
Stanley OCITTI;FC;Légiós;1980;203;104;Dombóvár, Falco KC Szombathely, Körmend
OCSKOVSZKY Ákos;FC;Hazai;1969;199;95;Budapesti Honvéd
Rodney ODOM;C;Légiós;1970;208;120;Budapesti Honvéd
Prince ODURO;FC;Légiós;1998;203;113;Atomerőmű SE
Javion OGUNYEMI;FC;Légiós;1995;208;110;Atomerőmű SE
Chuba OHAMS;FC;Légiós;1997;203;98;Körmend
Jiří OKÁČ;C;Légiós;1963;214;115;Videoton
OLAH Anthony;SF;Hazai;1990;195;82;Alba Fehérvár
OLASZ Ádám;C;Hazai;1996;201;111;Pécsi VSK, Szedeák, ZTE KK
Ľubor OLŠOVSKÝ;FC;Légiós;1983;206;102;Falco KC Szombathely, ZTE KK
OMENAKA Godwin;C;Hazai;2000;205;102;Alba Fehérvár, Debreceni EAC, Körmend
Ray ONA EMBO;G;Légiós;1998;193;85;ZTE KK
ONDIMA Olivér;GF;Hazai;1998;190;86;Jászberény
ONHAUSZ Péter;F;Hazai;1962;195;;Pécsi VSK
ÓNODI-SZŰCS Zoltán, dr.;PG;Hazai;1966;182;;Debreceni KK
ÓNÓDI-SZŰCS Róbert;PG;Hazai;1972;180;70;Debreceni KK, MAFC
OPRE Roland;FC;Hazai;1997;198;100;Debreceni EAC
ORBÁN Bendegúz;SG;Hazai;2001;189;90;Szolnoki Olajbányász
ORBÁN Márton;G;Hazai;1943;188;82;Budapest SE
ORGONA Gergő;F;Hazai;2000;199;99;Atomerőmű SE, Kecskemét
OROSZ László;FC;Hazai;1971;207;107;Budapesti Honvéd, Kaposvári KK, Pécsi VSK, Szolnoki Olajbányász, Tungsram
OROSZI Bence;F;Hazai;1999;198;95;Körmend
OROSZVÁRI Tamás;GF;Hazai;1974;195;95;Nyíregyháza
Hrvoje ORŠULIĆ;F;Légiós;1983;204;88;Kecskemét
ORSZÁG Károly;;Hazai;1973;;;Szegedi EOL
Danilo OSTOJIĆ;FC;Légiós;1996;206;105;Debreceni EAC, ZTE KK
OSVÁTH Mátyás;SG;Hazai;1996;190;;Factum Sport Debrecen
OSZTOICS Milán;C;Hazai;2004;210;113;Alba Fehérvár
OTTÓ Csaba;FC;Hazai;1959;196;98;Pécsi EAC, Pécsi VSK
Tarek OUKID;C;Légiós;1979;205;106;Nyíregyháza
Olu OWOLABI;GF;Légiós;1957;193;75;Budapest SE
PAÁR Márk;GF;Hazai;2003;196;93;Kaposvári KK
Martynas PACEVIČIUS;C;Légiós;1997;204;104;Atomerőmű SE
A.J. PACHER;FC;Légiós;1992;208;111;Vasas
James PADGETT;FC;Légiós;1991;203;102;Sopron KC
Martin PAHLMBLAD;SG;Légiós;1986;193;89;Pécsi VSK
J.D. PAIGE;G;Légiós;1996;190;82;ZTE KK
Jaysean PAIGE;G;Légiós;1994;188;91;Atomerőmű SE
PAJOR Dávid;SG;Hazai;2001;188;80;Atomerőmű SE
PÁKOZDI Zsolt;FC;Hazai;1971;203;;Pécsi VSK
PÁL SZABÓ Sándor;GF;Hazai;1955;188;84;Szolnoki Olajbányász
PALACK László;GF;Hazai;1946;189;85;Sopron KC
PALÁS Kornél;C;Hazai;1969;204;;Bajai SK
PÁLFALVI Gábor;PG;Hazai;1986;186;;Debreceni KK
PÁLFFY Gergely;PF;Hazai;1977;198;;Budapesti Honvéd
PÁLFFY Gergő;SF;Hazai;1979;196;;Csepel
PÁLFFY Tamás;C;Hazai;1948;202;;Budapest SE
PÁLFIA Miklós;G;Hazai;1952;186;78;Kandó MFSC
PALICZ András;PG;Hazai;1961;183;72;Szegedi EOL
PÁLINKÁS Tibor;SG;Hazai;2000;196;86;Kecskemét
PÁLKERTI Tamás;G;Hazai;1969;188;81;Alba Fehérvár, Atomerőmű SE, Bajai SK, Matáv Pécs, Szegedi EOL
PALLAG Zoltán;SF;Hazai;1970;193;99;Falco KC Szombathely, Matáv Pécs
PALLAI Tamás;SG;Hazai;2001;195;88;Szolnoki Olajbányász
PALOTAI Balázs;PG;Hazai;1978;185;85;Soproni MAFC
PALOTAI Gábor;PF;Hazai;1953;197;93;Sopron KC
PALOTAI Péter;G;Hazai;1975;190;87;Sopron KC, Soproni MAFC
PÁLVÖLGYI István;FC;Hazai;1950;197;;Pécsi VSK
Vladimir PANIĆ;SF;Légiós;1982;194;90;ZTE KK
PANKÁR Tibor;SF;Hazai;1976;196;90;Falco KC Szombathely
PANTA István;PF;Hazai;1977;204;101;Atomerőmű SE, Dombóvár
Đorđe PANTELIĆ;C;Légiós;1984;204;115;Falco KC Szombathely, Jászberény, ZTE KK
PAP Attila;PG;Hazai;2001;183;70;Oroszlány
PAP Iván;PF;Hazai;1988;204;90;Kecskemét, Nyíregyháza
Darko PAPAC;G;Légiós;1972;202;91;Sopron KC, Szolnoki Olajbányász
PÁPAI Máté;C;Hazai;1998;203;107;MAFC, Oroszlány
PAPP Balázs;C;Hazai;1988;205;100;Falco KC Szombathely
PAPP Botond;GF;Hazai;2006;189;70;Szedeák
PAPP Péter;SG;Hazai;1995;193;82;Kaposvári KK, ZTE KK
PAPP Tamás;SG;Hazai;1986;188;87;Debreceni KK, Factum Sport Debrecen
PAPY Zsolt;PG;Hazai;1977;180;;Hódmezővásárhely
PARÁDY Péter;GF;Hazai;1972;192;82;Hódmezővásárhely, Szegedi EOL
PÁRKÁNYI Máté;SF;Hazai;2005;195;78;Alba Fehérvár
Adonte PARKER;G;Légiós;1989;183;84;Sopron KC
Darryl PARKER;GF;Légiós;1973;198;87;Alba Fehérvár, Sopron KC, Szolnoki Olajbányász, ZTE KK
Jadyn PARKER;C;Légiós;2002;208;93;Kaposvári KK
Deondre PARKS;G;Légiós;1992;185;86;ZTE KK
Brandon PARRISH;GF;Légiós;1994;198;95;Körmend, Oroszlány
De'Sean PARSONS;PF;Légiós;1995;201;98;Kaposvári KK
PASCU Norbert;SF;Hazai;1992;192;;Pécsi VSK
PÁSZTOR Attila;PF;Hazai;1968;199;;Nagykőrös
PATARICZA Gábor, Dr.;GF;Hazai;1957;191;;Hódmezővásárhely, Szegedi EOL
PATAY Zsolt;G;Hazai;1978;187;;Nagykőrös
PATONAY Imre;G;Hazai;1953;;;Körmend
Cedric PATTON;SF;Légiós;1978;200;84;ZTE KK
Joshua PATTON;C;Légiós;1997;203;104;Sopron KC
Luka PAVIĆEVIĆ;PG;Légiós;1968;193;;Sopron KC
Nikola PAVLIČEVIĆ;SG;Légiós;1988;193;88;Szolnoki Olajbányász
PÁVLICZ Gábor;C;Hazai;1975;210;;Szedeák, Szegedi EOL
PAVLÍK Botond;PG;Hazai;2006;178;70;Atomerőmű SE
Jan PAVLÍK;G;Honosított;1978;185;85;Atomerőmű SE
Marko PAVLOVIĆ;C;Légiós;1986;210;;Nyíregyháza
Predrag PAVLOVIĆ;GF;Honosított;1963;194;90;Falco KC Szombathely, Nyíregyháza, Szolnoki Olajbányász
PAVLOVICS Vuk;GF;Hazai;1993;195;85;Nyíregyháza, Szolnoki Olajbányász
Mike PAYNTER;FC;Légiós;1975;207;105;Matáv Pécs
Chris PAYTON;FC;Légiós;2000;201;97;Pécsi VSK
Ryan PEARSON;PF;Légiós;1990;198;104;Alba Fehérvár
Slobodan PEĆIRKO;C;Légiós;1958;207;;Bajai SK
PÉK Dávid;G;Hazai;1992;194;84;Factum Sport Debrecen
PÉK László;;Hazai;;;;Bajai SK
Michal PEKÁREK;FC;Légiós;1964;202;90;Videoton
Alejandro PELEGRÍ PÉREZ;F;Légiós;1980;200;;Dombóvár
Brandon PENN;F;Légiós;1990;203;96;Jászberény
PERÉNYI Domonkos;SF;Hazai;1998;198;83;Szedeák
PERES Attila;F;Hazai;1963;195;85;Csepel, Oroszlány
PERGER Dezső;G;Hazai;1957;185;76;Pécsi VSK
Ivan PERINČIĆ;FC;Légiós;1977;208;100;Falco KC Szombathely
Bryquis PERINE;G;Légiós;1988;191;82;Kecskemét, ZTE KK
PERINGER Balázs;C;Hazai;1996;212;117;Alba Fehérvár, Budapesti Honvéd, Jászberény, MAFC, Oroszlány, Szolnoki Olajbányász, Vasas
PERL Zoltán;SG;Hazai;1995;196;88;Falco KC Szombathely
Spencer PERRIN;GF;Légiós;1988;196;84;Factum Sport Debrecen
Darius PERRY;PG;Légiós;1999;188;84;Nyíregyháza
Kendrick PERRY;PG;Légiós;1992;183;82;Körmend, Szolnoki Olajbányász
Wesley PERSON;SG;Légiós;1995;191;86;Körmend, Szedeák
Tayler PERSONS;G;Légiós;1995;191;94;Szedeák
Nikola PEŠAKOVIĆ;SG;Légiós;1991;192;83;Kecskemét
Miloš PEŠIĆ;PF;Légiós;1984;206;100;Kaposvári KK
Radovan PEŠIĆ;PG;Légiós;1972;187;80;Dombóvár
PESTALITY Csaba;G;Hazai;1958;185;71;Bajai SK
PETELEI István;G;Hazai;;180;;Volán SC
PÉTER Tamás;SG;Hazai;1987;193;;Sopron KC
Adrian PETERSON;GF;Légiós;1977;193;89;Körmend
Brandon PETERSON;PF;Légiós;1990;203;98;Alba Fehérvár
Tyler PETERSON;G;Légiós;1997;193;95;Falco KC Szombathely
PETIK István;;Hazai;;;;Sopron KC
Vojtěch PETR;C;Légiós;1955;208;;Csepel
Aleksandar PETROVIĆ;PF;Légiós;1987;202;;Szedeák
Dalibor PETROVIĆ;GF;Légiós;1975;198;;Alba Fehérvár, Nyíregyháza
Saša PETROVIĆ;F;Légiós;1973;206;109;Matáv Pécs
PETRUCSIK Bence;G;Hazai;1994;190;82;Nyíregyháza
PETRUCSIK Géza;PG;Hazai;1986;183;;Egri Fekete Sasok
PETRUCSIK Géza;G;Hazai;1959;185;80;Egri TANÉP
PETRUCSIK Krisztián;GF;Hazai;1981;193;;Egri Fekete Sasok
Earl PETTIS;G;Légiós;1987;196;102;Factum Sport Debrecen
Perry PETTY;PG;Légiós;1988;185;85;Körmend
Tarik PHILLIP;G;Légiós;1993;191;84;Szolnoki Olajbányász
Sullivan PHILLIPS;G;Légiós;1979;198;95;Alba Fehérvár, Kaposvári KK
Isaiah PHILMORE;FC;Légiós;1989;203;109;Alba Fehérvár
Radenko PILČEVIĆ;PG;Légiós;1986;186;85;Szolnoki Olajbányász
Rytis PIPIRAS;PF;Légiós;1995;203;102;Körmend, Nyíregyháza
Marko PIPLOVIĆ;PF;Légiós;1976;205;;MAFC, ZTE KK
PISCH Tibor;FC;Hazai;1964;202;90;Alba Fehérvár, Oroszlány
Damier PITTS;PG;Légiós;1989;178;75;Jászberény, Sopron KC
PIUKOVICS Bálint;G;Hazai;1994;185;85;Kecskemét
Samo PLEVNIK;PG;Légiós;1975;187;;ZTE KK
PLÉZER Gábor;GF;Hazai;1999;197;87;Atomerőmű SE, Kaposvári KK, Kecskemét, Pécsi VSK, ZTE KK
Doug PLUMB;GF;Légiós;1988;195;95;ZTE KK
Kenny POHTO;C;Légiós;2002;211;110;NKA Pécs
Ray POINDEXTER;C;Légiós;1973;210;;Falco KC Szombathely
Sir'Dominic POINTER;SF;Légiós;1992;198;87;Alba Fehérvár
POJBICS Szabolcs;SG;Hazai;1976;183;84;Alba Fehérvár, Atomerőmű SE, Körmend, MAFC, Sopron KC, Soproni MAFC
Damir POKRAJAC;FC;Légiós;1967;206;106;Körmend, Sopron KC
POLAI Károly;C;Hazai;1958;203;94;Budapest SE, Veszprém, ZTE KK
POLÁNYI Géza;SF;Hazai;1965;196;83;Hódmezővásárhely
POLÁNYI Kristóf;G;Hazai;2000;188;83;Szedeák
POLGÁRDY Ádám;G;Hazai;1999;192;82;Sopron KC
PÓLIK György;C;Hazai;1969;202;87;MAFC, Tungsram
Bryan POLLARD;SF;Légiós;1962;194;;MAFC
Xavier POLLARD;G;Légiós;1991;193;95;Kecskemét
POLSTER Attila;SF;Hazai;2000;203;90;Alba Fehérvár, Sopron KC, ZTE KK
POLSTER Péter;C;Hazai;1966;211;97;Alba Fehérvár, Budapesti Honvéd, ZTE KK
Imran POLUTAK;C;Légiós;1996;209;100;Oroszlány
PÓLYA György;SG;Hazai;1988;194;88;Pécsi VSK
POLYÁK László;SG;Hazai;1993;190;95;Debreceni EAC, MAFC, Nyíregyháza, Szolnoki Olajbányász
POMÁZI Péter;G;Hazai;1959;185;74;Kecskemét
PONGÓ Marcell;PG;Hazai;1997;195;95;Alba Fehérvár, Falco KC Szombathely, Pécsi VSK
PONGÓ Martin;G;Hazai;1992;190;85;Kecskemét
PONGÓ Máté;PG;Hazai;1993;183;83;Debreceni EAC, Kecskemét, Pécsi VSK, Szolnoki Olajbányász
Aleksandar PONJAVIĆ;GF;Légiós;1991;194;86;Kaposvári KK, Szedeák
POÓR Tamás;;Hazai;;;;Videoton
Marko POPADIĆ;SG;Honosított;1989;190;81;Körmend, Pécsi VSK
POPADICS Miljan;GF;Hazai;1999;194;92;Pécsi VSK, Sopron KC
POPGYÁKUNIK Balázs;F;Hazai;1996;195;93;Falco KC Szombathely, Pécsi VSK
Aleksa POPOVIĆ;GF;Légiós;1987;201;98;Szolnoki Olajbányász
Nikola POPOVIĆ;C;Légiós;1997;211;112;Falco KC Szombathely
PORKOLÁB Tamás;F;Hazai;1960;196;94;Budapest SE
Trey PORTER;FC;Légiós;1996;211;107;Atomerőmű SE
Jānis PORZIŅĢIS;SF;Légiós;1982;202;102;Sopron KC
POSCH Barnabás;G;Hazai;1983;184;75;Sopron KC
POSCH Dániel;PG;Hazai;1979;189;72;Alba Fehérvár
Matija POŠČIĆ;C;Légiós;1985;206;111;MAFC, Nyíregyháza, Sopron KC
Stefan POT;PG;Légiós;1994;195;89;Falco KC Szombathely
Andrej POTAPOV;PF;Légiós;1970;202;;MAFC
Kasib POWELL;F;Légiós;1981;202;98;Körmend
Wayne POWELL;PF;Légiós;1982;206;115;Debreceni KK, ZTE KK
Zid POWELL;G;Légiós;1999;193;88;Körmend
PREINER Gábor;PF;Hazai;1975;201;110;Sopron KC
Dejon PREJEAN;G;Légiós;1985;193;84;Kaposvári KK
Ricky PRICE;GF;Légiós;1976;198;88;Kaposvári KK
T.J. PRICE;GF;Légiós;1993;193;101;Kaposvári KK, Körmend, Szolnoki Olajbányász
Aleš PRIMC;FC;Légiós;1979;201;;Alba Fehérvár, Kaposvári KK
Mladen PRIMORAC;C;Légiós;1990;210;110;Jászberény
Predrag PRLINČEVIĆ;PF;Légiós;1972;203;;Kaposvári KK
PROSSER Péter;FC;Hazai;1969;203;86;Csepel
Nemanja PROTIĆ;PG;Légiós;1986;182;78;Jászberény
Dawid PRZYBYSZEWSKI;C;Légiós;1981;215;115;Körmend
Hrvoje PULJKO;GF;Légiós;1983;193;90;Kaposvári KK
PUNGOR Csaba;GF;Hazai;1969;191;;Falco KC Szombathely
PUPP Bence;G;Hazai;2000;196;85;Atomerőmű SE
PUSKA Bence;GF;Hazai;2001;200;87;Kaposvári KK
PUSKÁS Artúr;G;Hazai;1976;190;90;Debreceni KK, Dombóvár, NTE Hegyvidék, Nyíregyháza, Százhalombatta, Szolnoki Olajbányász
PÜSPÖKI József;;Hazai;;;;Videoton
PUSZTA Dávid;GF;Hazai;1990;195;92;Kecskemét, ZTE KK
Aliakszandr PUSZTAHVAR;F;Légiós;1985;204;105;Falco KC Szombathely, Kaposvári KK
Raphiael PUTNEY;PF;Légiós;1990;208;91;Atomerőmű SE
Zbigniew PYSZNIAK;SF;Légiós;1958;193;93;Atomerőmű SE, Kecskemét
Rasheed QUADRI;G;Légiós;1980;191;81;Körmend
Sheldon QUARLES;PF;Légiós;1973;207;96;Körmend
RAB Gyula;G;Hazai;1954;186;85;Pécsi VSK
RABB József;G;Hazai;1948;183;;Pécsi VSK
RÁCZ Gábor;GF;Hazai;2008;192;82;Pécsi VSK
