Játékos;Szezon;Csapat;G;Min;Min PG;AST;AST PG;AST 100;AST%;AST/ TOV;TOV;TOV PG;TOV 100;TOV%;DRB;ORB;TRB;DRB PG;ORB PG;TRB PG;DRB 100;ORB 100;TRB 100;DRB%;ORB%;TRB%;PFA;PFA PG;PFA 100;PF;PF PG;PF 100;Min / 5 PF;STL;STL PG;STL%;STL/ TOV;BLK;BPG PG;BLK 100;BLK%
Desi WASHINGTON;2022-23;Szedeák;35;1283;36.7;250;7.1;10.7;34.4;1.51;166;4.7;7.1;24.0;161;11;172;4.6;0.3;4.9;6.9;0.5;7.4;14.5;1.0;7.7;180;5.1;7.7;90;2.6;3.9;71.3;67;1.9;2.9;0.4;3;0.1;0.1;0.2
EILINGSFELD János;2024-25;Atomerőmű SE;38;1260;33.2;58;1.5;2.5;7.2;1.38;42;1.1;1.8;8.9;178;111;289;4.7;2.9;7.6;7.7;4.8;12.5;15.4;10.1;12.8;97;2.6;4.2;65;1.7;2.8;96.9;31;0.8;1.3;0.7;4;0.1;0.2;0.3
Đorđe DRENOVAC;2023-24;DEAC;35;1226;35.0;75;2.1;3.5;12.6;1.21;62;1.8;2.9;10.1;117;34;151;3.3;1.0;4.3;5.4;1.6;7.0;10.8;3.2;7.0;153;4.4;7.1;63;1.8;2.9;97.3;44;1.3;2.0;0.7;12;0.3;0.6;1.0
Marques TOWNES;2022-23;Kecskemét;36;1207;33.5;180;5.0;8.3;28.4;1.44;125;3.5;5.7;19.4;134;23;157;3.7;0.6;4.4;6.1;1.1;7.2;12.6;2.1;7.3;140;3.9;6.4;51;1.4;2.3;118.3;65;1.8;3.0;0.5;8;0.2;0.4;0.7
Đorđe DŽELETOVIĆ;2024-25;PVSK;35;1203;34.4;45;1.3;2.0;7.1;0.76;59;1.7;2.6;10.1;195;56;251;5.6;1.6;7.2;8.7;2.5;11.2;17.8;5.2;11.5;161;4.6;7.2;61;1.7;2.7;98.6;28;0.8;1.3;0.5;9;0.3;0.4;0.7
Siyani CHAMBERS;2023-24;Alba Fehérvár;36;1190;33.1;279;7.8;12.3;34.4;2.94;95;2.6;4.2;16.6;130;13;143;3.6;0.4;4.0;5.8;0.6;6.3;11.7;1.3;6.7;197;5.5;8.7;86;2.4;3.8;69.2;58;1.6;2.6;0.6;0;0.0;0.0;0.0
Noah LOCKE;2023-24;Szedeák;33;1188;36.0;93;2.8;4.1;12.9;1.31;71;2.2;3.1;9.1;95;28;123;2.9;0.8;3.7;4.2;1.2;5.4;8.6;2.5;5.5;171;5.2;7.5;57;1.7;2.5;104.2;35;1.1;1.5;0.5;1;0.0;0.0;0.1
Siyani CHAMBERS;2022-23;Körmend;36;1186;32.9;228;6.3;10.4;31.9;2.85;80;2.2;3.7;13.1;98;12;110;2.7;0.3;3.1;4.5;0.6;5.0;9.3;1.2;5.3;192;5.3;8.8;70;1.9;3.2;84.7;50;1.4;2.3;0.6;0;0.0;0.0;0.0
Quincy FORD;2022-23;Alba Fehérvár;37;1179;31.9;69;1.9;3.2;8.6;1.57;44;1.2;2.0;11.2;194;72;266;5.2;1.9;7.2;9.0;3.3;12.4;19.5;7.5;13.6;91;2.5;4.2;78;2.1;3.6;75.6;73;2.0;3.4;1.7;35;0.9;1.6;3.3
Darius PERRY;2022-23;NYBS;35;1178;33.7;159;4.5;7.2;29.3;1.20;132;3.8;5.9;16.1;135;21;156;3.9;0.6;4.5;6.1;1.0;7.0;13.8;1.9;7.4;231;6.6;10.4;105;3.0;4.7;56.1;80;2.3;3.6;0.6;5;0.1;0.2;0.4
VOJVODA Dávid;2024-25;Alba Fehérvár;35;1177;33.6;153;4.4;7.0;21.0;1.84;83;2.4;3.8;13.4;85;14;99;2.4;0.4;2.8;3.9;0.6;4.5;8.3;1.4;4.8;155;4.4;7.1;76;2.2;3.5;77.4;34;1.0;1.5;0.4;3;0.1;0.1;0.2
Deon EDWIN;2022-23;Atomerőmű SE;35;1174;33.5;224;6.4;10.4;34.6;1.74;129;3.7;6.0;20.2;170;53;223;4.9;1.5;6.4;7.9;2.5;10.4;15.9;5.2;10.7;209;6.0;9.7;91;2.6;4.2;64.5;38;1.1;1.8;0.3;12;0.3;0.6;1.1
DeAndre GHOLSTON;2023-24;Oroszlány;35;1170;33.4;100;2.9;4.5;15.1;1.03;97;2.8;4.3;14.0;138;34;172;3.9;1.0;4.9;6.2;1.5;7.7;12.7;3.4;8.2;146;4.2;6.5;77;2.2;3.4;76.0;55;1.6;2.5;0.6;5;0.1;0.2;0.4
Daylen KOUNTZ;2024-25;Körmend;34;1162;34.2;99;2.9;4.5;16.1;1.25;79;2.3;3.6;11.8;116;25;141;3.4;0.7;4.1;5.3;1.2;6.5;11.0;2.4;6.7;146;4.3;6.7;77;2.3;3.5;75.5;44;1.3;2.0;0.6;16;0.5;0.7;1.4
Jordan BARNETT;2023-24;Alba Fehérvár;36;1124;31.2;59;1.6;2.8;8.2;1.26;47;1.3;2.2;10.4;168;72;240;4.7;2.0;6.7;7.9;3.4;11.2;15.9;7.4;11.9;77;2.1;3.6;92;2.6;4.3;61.1;39;1.1;1.8;0.8;31;0.9;1.5;2.7
Shannon BOGUES;2023-24;Kecskemét;35;1121;32.0;84;2.4;4.1;13.6;1.42;59;1.7;2.9;10.5;106;27;133;3.0;0.8;3.8;5.2;1.3;6.6;11.3;2.6;6.7;180;5.1;8.9;71;2.0;3.5;78.9;54;1.5;2.7;0.9;3;0.1;0.2;0.3
Andre WILLIAMSON;2023-24;DEAC;35;1120;32.0;63;1.8;3.2;10.6;1.47;43;1.2;2.2;11.7;214;62;276;6.1;1.8;7.9;10.8;3.1;14.0;21.6;6.4;14.1;95;2.7;4.8;63;1.8;3.2;88.9;24;0.7;1.2;0.6;17;0.5;0.9;1.6
Danilo OSTOJIĆ;2022-23;ZTE;38;1117;29.4;69;1.8;3.4;10.6;0.95;73;1.9;3.5;15.1;181;84;265;4.8;2.2;7.0;8.8;4.1;12.9;19.1;8.6;13.8;190;5.0;9.2;103;2.7;5.0;54.2;34;0.9;1.6;0.5;11;0.3;0.5;1.0
VOJVODA Dávid;2023-24;Alba Fehérvár;36;1107;30.8;115;3.2;5.5;17.2;1.49;77;2.1;3.7;12.1;68;13;81;1.9;0.4;2.3;3.2;0.6;3.9;6.6;1.4;4.1;135;3.8;6.4;63;1.8;3.0;87.9;33;0.9;1.6;0.4;4;0.1;0.2;0.4
Shane GATLING;2024-25;Bp. Honvéd;36;1106;30.7;134;3.7;6.7;26.0;1.72;78;2.2;3.9;12.0;114;23;137;3.2;0.6;3.8;5.7;1.2;6.8;11.4;2.3;6.8;167;4.6;8.3;82;2.3;4.1;67.5;28;0.8;1.4;0.4;2;0.1;0.1;0.2
Đorđe DRENOVAC;2022-23;DEAC;32;1102;34.4;68;2.1;3.5;12.1;1.21;56;1.8;2.9;9.8;160;51;211;5.0;1.6;6.6;8.2;2.6;10.8;16.9;5.4;11.2;165;5.2;8.4;56;1.8;2.9;98.4;49;1.5;2.5;0.9;6;0.2;0.3;0.6
Yasiin JOSEPH;2022-23;Sopron;37;1100;29.7;210;5.7;10.7;33.4;2.50;84;2.3;4.3;14.2;121;24;145;3.3;0.6;3.9;6.2;1.2;7.4;11.2;2.6;7.2;190;5.1;9.7;78;2.1;4.0;70.5;48;1.3;2.4;0.6;3;0.1;0.2;0.3
D'Mitrik TRICE;2022-23;ZTE;38;1100;28.9;162;4.3;8.0;25.7;2.22;73;1.9;3.6;12.6;69;15;84;1.8;0.4;2.2;3.4;0.7;4.1;7.4;1.6;4.4;132;3.5;6.5;63;1.7;3.1;87.3;24;0.6;1.2;0.3;1;0.0;0.1;0.1
Eric LOCKETT;2024-25;Atomerőmű SE;36;1096;30.5;120;3.3;6.0;17.7;1.85;65;1.8;3.2;13.1;150;50;200;4.2;1.4;5.6;7.4;2.5;9.9;15.0;5.2;10.2;111;3.1;5.5;96;2.7;4.8;57.1;49;1.4;2.4;0.8;10;0.3;0.5;1.0
BOGNÁR Kristóf;2023-24;Szedeák;36;1093;30.4;76;2.1;3.6;10.2;1.41;54;1.5;2.6;11.4;192;100;292;5.3;2.8;8.1;9.1;4.8;13.9;18.6;9.7;14.2;124;3.4;5.9;100;2.8;4.8;54.7;48;1.3;2.3;0.9;30;0.8;1.4;2.5
Sage TOLBERT;2023-24;Körmend;32;1092;34.1;38;1.2;1.9;6.2;0.79;48;1.5;2.4;10.9;166;92;258;5.2;2.9;8.1;8.2;4.5;12.7;17.6;9.7;13.6;104;3.3;5.1;77;2.4;3.8;70.9;43;1.3;2.1;0.9;17;0.5;0.8;1.5
Amorie ARCHIBALD;2024-25;PVSK;30;1088;36.3;170;5.7;8.4;30.6;2.27;75;2.5;3.7;12.1;171;37;208;5.7;1.2;6.9;8.5;1.8;10.3;16.9;3.8;10.4;213;7.1;10.5;83;2.8;4.1;65.5;58;1.9;2.9;0.8;8;0.3;0.4;0.7
Deon EDWIN;2023-24;DEAC;35;1079;30.8;185;5.3;9.7;33.8;1.59;116;3.3;6.1;22.2;127;57;184;3.6;1.6;5.3;6.7;3.0;9.7;13.3;6.1;9.7;190;5.4;10.0;111;3.2;5.8;48.6;42;1.2;2.2;0.4;13;0.4;0.7;1.3
Cortez EDWARDS;2024-25;Sopron;36;1078;29.9;163;4.5;8.2;23.5;2.09;78;2.2;3.9;17.8;117;42;159;3.3;1.2;4.4;5.9;2.1;8.0;12.5;4.4;8.4;108;3.0;5.4;68;1.9;3.4;79.2;65;1.8;3.3;0.8;15;0.4;0.8;1.5
Isaiah BIGELOW;2024-25;ZTE;37;1076;29.1;51;1.4;2.6;8.8;0.84;61;1.6;3.1;10.2;197;52;249;5.3;1.4;6.7;9.9;2.6;12.6;21.4;5.3;13.1;138;3.7;7.0;106;2.9;5.3;50.8;38;1.0;1.9;0.6;9;0.2;0.5;1.0
Michael HUGHES;2022-23;Kaposvár;36;1070;29.7;83;2.3;4.2;14.1;1.04;80;2.2;4.1;15.7;239;66;305;6.6;1.8;8.5;12.2;3.4;15.5;25.3;7.3;16.5;205;5.7;10.4;117;3.3;6.0;45.7;47;1.3;2.4;0.6;67;1.9;3.4;6.2
Tony HICKS;2023-24;ZTE;35;1070;30.6;186;5.3;9.4;31.7;2.04;91;2.6;4.6;15.4;156;13;169;4.5;0.4;4.8;7.9;0.7;8.6;16.5;1.4;8.9;139;4.0;7.0;92;2.6;4.7;58.2;44;1.3;2.2;0.5;0;0.0;0.0;0.0
Isaiah PHILMORE;2022-23;Alba Fehérvár;37;1068;28.9;62;1.7;3.2;9.1;1.09;57;1.5;2.9;14.2;128;54;182;3.5;1.5;4.9;6.6;2.8;9.3;14.2;6.2;10.3;99;2.7;5.1;97;2.6;5.0;55.1;23;0.6;1.2;0.4;7;0.2;0.4;0.7
WITTMANN Krisztián;2022-23;Kecskemét;36;1067;29.6;126;3.5;6.5;19.5;3.71;34;0.9;1.8;9.6;65;11;76;1.8;0.3;2.1;3.4;0.6;3.9;6.9;1.1;4.0;59;1.6;3.1;66;1.8;3.4;80.8;38;1.1;2.0;1.1;1;0.0;0.1;0.1
Đorđe DIMITRIJEVIĆ;2022-23;Oroszlány;34;1064;31.3;144;4.2;7.5;25.1;1.60;90;2.6;4.7;15.4;92;25;117;2.7;0.7;3.4;4.8;1.3;6.1;10.5;2.5;6.2;209;6.1;10.8;90;2.6;4.7;59.1;57;1.7;3.0;0.6;1;0.0;0.1;0.1
Marko ŠINIK;2023-24;Kecskemét;36;1064;29.6;173;4.8;9.0;27.1;2.14;81;2.3;4.2;17.1;103;15;118;2.9;0.4;3.3;5.4;0.8;6.1;11.6;1.5;6.3;127;3.5;6.6;113;3.1;5.9;47.1;52;1.4;2.7;0.6;5;0.1;0.3;0.5
Đorđe DRENOVAC;2024-25;DEAC;33;1064;32.3;63;1.9;3.3;11.7;1.09;58;1.8;3.0;9.9;113;30;143;3.4;0.9;4.3;5.9;1.6;7.5;11.6;3.1;7.4;128;3.9;6.7;59;1.8;3.1;90.2;30;0.9;1.6;0.5;5;0.2;0.3;0.5
Ryan WOOLRIDGE;2023-24;Szedeák;29;1059;36.5;166;5.7;8.1;25.0;1.84;90;3.1;4.4;15.5;175;83;258;6.0;2.9;8.9;8.6;4.1;12.7;17.5;8.4;13.0;160;5.5;7.8;44;1.5;2.2;120.3;63;2.2;3.1;0.7;13;0.4;0.6;1.1
Liam O'REILLY;2022-23;ZTE;36;1052;29.2;171;4.8;8.8;28.8;1.61;106;2.9;5.5;18.6;97;21;118;2.7;0.6;3.3;5.0;1.1;6.1;10.8;2.3;6.5;142;3.9;7.3;98;2.7;5.0;53.7;40;1.1;2.1;0.4;2;0.1;0.1;0.2
BOGNÁR Kristóf;2022-23;Szedeák;35;1049;30.0;64;1.8;3.4;10.1;1.10;58;1.7;3.1;14.3;185;93;278;5.3;2.7;7.9;9.7;4.9;14.6;20.4;9.9;15.1;113;3.2;5.9;88;2.5;4.6;59.6;41;1.2;2.2;0.7;31;0.9;1.6;3.1
Stefan MIJOVIĆ;2022-23;Bp. Honvéd;36;1046;29.1;87;2.4;4.6;16.7;1.53;57;1.6;3.0;10.4;131;36;167;3.6;1.0;4.6;6.9;1.9;8.8;14.5;3.7;8.9;156;4.3;8.2;77;2.1;4.0;67.9;43;1.2;2.3;0.8;6;0.2;0.3;0.6
David NICHOLS;2023-24;Sopron;33;1046;31.7;189;5.7;9.8;36.4;1.66;114;3.5;5.9;17.9;99;24;123;3.0;0.7;3.7;5.1;1.3;6.4;10.8;2.5;6.6;156;4.7;8.1;94;2.8;4.9;55.6;50;1.5;2.6;0.4;2;0.1;0.1;0.2
Ibrahim DURMO;2023-24;NKA Pécs;34;1044;30.7;72;2.1;3.6;13.2;1.01;71;2.1;3.6;12.4;222;111;333;6.5;3.3;9.8;11.2;5.6;16.9;22.4;10.6;16.3;160;4.7;8.1;87;2.6;4.4;60.0;43;1.3;2.2;0.6;12;0.4;0.6;1.2
Jordan BARNETT;2022-23;Sopron;34;1043;30.7;60;1.8;3.2;9.6;1.50;40;1.2;2.1;9.3;156;63;219;4.6;1.9;6.4;8.4;3.4;11.7;15.2;7.3;11.6;87;2.6;4.7;68;2.0;3.6;76.7;42;1.2;2.2;1.1;13;0.4;0.7;1.3
PERL Zoltán;2022-23;Falco KC;37;1032;27.9;167;4.5;8.9;29.5;2.09;80;2.2;4.3;13.2;129;28;157;3.5;0.8;4.2;6.9;1.5;8.4;13.4;3.2;8.6;152;4.1;8.1;66;1.8;3.5;78.2;37;1.0;2.0;0.5;17;0.5;0.9;1.6
BENKE Szilárd;2024-25;Atomerőmű SE;31;1029;33.2;99;3.2;5.2;14.8;2.02;49;1.6;2.6;9.4;110;16;126;3.5;0.5;4.1;5.8;0.8;6.6;11.8;1.8;6.9;113;3.6;6.0;63;2.0;3.3;81.7;33;1.1;1.7;0.7;11;0.4;0.6;1.1
Jabril DURHAM;2022-23;Szolnok;37;1026;27.7;244;6.6;13.4;40.8;2.65;92;2.5;5.1;18.4;81;34;115;2.2;0.9;3.1;4.5;1.9;6.3;9.5;3.8;6.5;139;3.8;7.6;71;1.9;3.9;72.3;72;1.9;4.0;0.8;2;0.1;0.1;0.2
Tomislav GABRIĆ;2022-23;Kaposvár;33;1025;31.1;70;2.1;3.7;12.4;0.91;77;2.3;4.1;14.3;100;30;130;3.0;0.9;3.9;5.3;1.6;6.9;11.0;3.5;7.4;80;2.4;4.2;73;2.2;3.9;70.2;29;0.9;1.5;0.4;2;0.1;0.1;0.2
VOJVODA Dávid;2022-23;Alba Fehérvár;37;1022;27.6;102;2.8;5.5;17.1;1.59;64;1.7;3.4;10.5;56;10;66;1.5;0.3;1.8;3.0;0.5;3.5;6.5;1.2;3.9;138;3.7;7.4;59;1.6;3.2;86.6;35;0.9;1.9;0.5;5;0.1;0.3;0.5
Tyler THOMAS;2024-25;Alba Fehérvár;35;1022;29.2;81;2.3;4.3;12.7;1.88;43;1.2;2.3;9.0;122;44;166;3.5;1.3;4.7;6.4;2.3;8.7;13.7;4.9;9.3;56;1.6;2.9;83;2.4;4.4;61.5;47;1.3;2.5;1.1;6;0.2;0.3;0.6
Jay Jay CHANDLER;2024-25;Atomerőmű SE;37;1016;27.5;105;2.8;5.6;18.1;1.09;96;2.6;5.1;13.2;143;18;161;3.9;0.5;4.4;7.6;1.0;8.6;15.4;2.0;8.8;224;6.1;11.9;105;2.8;5.6;48.4;59;1.6;3.1;0.6;7;0.2;0.4;0.7
Bojan SUBOTIĆ;2024-25;Szolnok;35;1013;29.0;73;2.1;3.9;11.7;1.74;42;1.2;2.2;8.8;182;56;238;5.2;1.6;6.8;9.6;3.0;12.6;20.5;6.0;13.0;145;4.1;7.7;89;2.5;4.7;56.9;37;1.1;2.0;0.9;3;0.1;0.2;0.3
Fardaws AIMAQ;2024-25;Szolnok;34;1009;29.7;43;1.3;2.3;7.7;0.49;87;2.6;4.6;16.1;240;145;385;7.1;4.3;11.3;12.7;7.7;20.4;27.2;15.5;21.2;101;3.0;5.4;82;2.4;4.4;61.5;15;0.4;0.8;0.2;25;0.7;1.3;2.5
Kassim NICHOLSON;2023-24;Atomerőmű SE;29;1000;34.5;60;2.1;3.2;10.3;1.30;46;1.6;2.5;9.2;161;68;229;5.6;2.3;7.9;8.6;3.6;12.2;17.5;7.7;12.7;105;3.6;5.6;57;2.0;3.0;87.7;22;0.8;1.2;0.5;16;0.6;0.9;1.5
Quenton DECOSEY;2022-23;Alba Fehérvár;37;997;26.9;60;1.6;3.3;9.6;1.18;51;1.4;2.8;12.5;102;36;138;2.8;1.0;3.7;5.6;2.0;7.6;12.1;4.4;8.4;85;2.3;4.7;64;1.7;3.5;77.9;22;0.6;1.2;0.4;14;0.4;0.8;1.6
Jalen HENRY;2023-24;Bp. Honvéd;34;994;29.2;46;1.4;2.5;9.5;0.90;51;1.5;2.8;10.6;196;81;277;5.8;2.4;8.1;10.8;4.5;15.3;21.5;8.2;14.6;129;3.8;7.1;111;3.3;6.1;44.8;21;0.6;1.2;0.4;19;0.6;1.1;2.2
Greg LEE;2024-25;Kecskemét;31;992;32.0;54;1.7;3.1;11.0;0.82;66;2.1;3.8;13.2;165;41;206;5.3;1.3;6.6;9.5;2.4;11.8;21.0;4.7;12.4;92;3.0;5.3;58;1.9;3.3;85.5;17;0.5;1.0;0.3;6;0.2;0.3;0.7
Duane WILSON;2024-25;Oroszlány;31;991;32.0;100;3.2;5.5;20.9;1.47;68;2.2;3.8;11.3;84;11;95;2.7;0.4;3.1;4.6;0.6;5.2;9.6;1.2;5.4;103;3.3;5.7;91;2.9;5.0;54.4;48;1.5;2.6;0.7;1;0.0;0.1;0.1
James EADS;2023-24;Szolnok;37;990;26.8;64;1.7;3.5;11.5;1.60;40;1.1;2.2;9.0;75;21;96;2.0;0.6;2.6;4.1;1.1;5.2;8.6;2.4;5.5;113;3.1;6.1;124;3.4;6.7;39.9;28;0.8;1.5;0.7;11;0.3;0.6;1.1
Strahinja JOVANOVIĆ;2024-25;Szolnok;35;990;28.3;191;5.5;10.3;31.8;2.03;94;2.7;5.1;18.4;64;21;85;1.8;0.6;2.4;3.5;1.1;4.6;7.4;2.3;4.7;183;5.2;9.9;84;2.4;4.5;58.9;44;1.3;2.4;0.5;1;0.0;0.1;0.1
PONGÓ Marcell;2022-23;Alba Fehérvár;37;989;26.7;158;4.3;8.7;24.8;2.14;74;2.0;4.1;16.4;129;22;151;3.5;0.6;4.1;7.1;1.2;8.4;15.5;2.7;9.2;98;2.6;5.4;105;2.8;5.8;47.1;51;1.4;2.8;0.7;5;0.1;0.3;0.6
Kyan ANDERSON;2024-25;DEAC;33;987;29.9;140;4.2;7.9;25.5;2.09;67;2.0;3.8;13.4;80;12;92;2.4;0.4;2.8;4.5;0.7;5.2;9.0;1.3;5.1;117;3.5;6.6;72;2.2;4.1;68.5;46;1.4;2.6;0.7;0;0.0;0.0;0.0
Kyle RIDDLEY;2023-24;Oroszlány;31;981;31.6;113;3.6;6.1;21.2;1.30;87;2.8;4.7;14.7;106;23;129;3.4;0.7;4.2;5.7;1.2;6.9;11.7;2.8;7.5;196;6.3;10.5;71;2.3;3.8;69.1;30;1.0;1.6;0.3;3;0.1;0.2;0.3
Dustin THOMAS;2023-24;Szolnok;36;981;27.3;96;2.7;5.2;16.8;1.43;67;1.9;3.7;15.4;137;43;180;3.8;1.2;5.0;7.5;2.4;9.8;15.9;4.9;10.4;144;4.0;7.9;110;3.1;6.0;44.6;32;0.9;1.7;0.5;13;0.4;0.7;1.4
Petar RAKIĆEVIĆ;2024-25;Kecskemét;32;981;30.7;108;3.4;6.3;21.4;1.64;66;2.1;3.8;13.8;193;22;215;6.0;0.7;6.7;11.2;1.3;12.5;24.4;2.6;13.1;100;3.1;5.8;60;1.9;3.5;81.8;26;0.8;1.5;0.4;2;0.1;0.1;0.2
Khalid THOMAS;2023-24;Oroszlány;32;980;30.6;49;1.5;2.6;8.4;1.07;46;1.4;2.5;9.7;180;56;236;5.6;1.8;7.4;9.6;3.0;12.6;19.6;6.7;13.5;106;3.3;5.6;76;2.4;4.0;64.5;38;1.2;2.0;0.8;20;0.6;1.1;2.1
Matt TIBY;2022-23;Falco KC;37;975;26.4;70;1.9;4.0;11.6;1.40;50;1.4;2.8;13.3;173;58;231;4.7;1.6;6.2;9.8;3.3;13.0;19.0;7.1;13.4;95;2.6;5.4;85;2.3;4.8;57.4;20;0.5;1.1;0.4;6;0.2;0.3;0.6
KELLER Iván;2022-23;ZTE;38;975;25.7;36;0.9;2.0;5.7;1.57;23;0.6;1.3;9.2;114;25;139;3.0;0.7;3.7;6.3;1.4;7.7;13.8;2.9;8.3;53;1.4;2.9;73;1.9;4.1;66.8;32;0.8;1.8;1.4;6;0.2;0.3;0.6
Mitchell SMITH;2022-23;ZTE;36;973;27.0;30;0.8;1.7;5.5;0.68;44;1.2;2.5;10.6;168;81;249;4.7;2.3;6.9;9.4;4.5;13.9;20.2;9.6;14.9;161;4.5;9.0;115;3.2;6.4;42.3;35;1.0;2.0;0.8;15;0.4;0.8;1.5
Bojan SUBOTIĆ;2022-23;Szolnok;37;960;25.9;56;1.5;3.3;10.6;1.22;46;1.2;2.7;8.9;163;43;206;4.4;1.2;5.6;9.6;2.5;12.1;20.3;5.1;12.5;148;4.0;8.7;92;2.5;5.4;52.2;41;1.1;2.4;0.9;3;0.1;0.2;0.3
EILINGSFELD János;2022-23;Atomerőmű SE;29;959;33.1;46;1.6;2.6;8.8;1.10;42;1.4;2.4;9.9;145;85;230;5.0;2.9;7.9;8.3;4.9;13.2;16.7;10.4;13.6;99;3.4;5.7;51;1.8;2.9;94.0;15;0.5;0.9;0.4;7;0.2;0.4;0.8
KELLER Ákos;2022-23;Falco KC;37;959;25.9;76;2.1;4.4;11.9;1.58;48;1.3;2.8;15.5;159;47;206;4.3;1.3;5.6;9.1;2.7;11.8;17.7;5.9;12.1;60;1.6;3.4;89;2.4;5.1;53.9;36;1.0;2.1;0.8;29;0.8;1.7;3.0
Malik MORGAN;2023-24;Körmend;33;959;29.1;151;4.6;8.4;27.3;1.45;104;3.2;5.8;18.7;107;28;135;3.2;0.8;4.1;6.0;1.6;7.5;13.0;3.3;8.1;130;3.9;7.3;114;3.5;6.4;42.1;57;1.7;3.2;0.5;6;0.2;0.3;0.6
RUJÁK András;2024-25;Oroszlány;34;959;28.2;99;2.9;5.7;16.6;1.90;52;1.5;3.0;23.6;84;26;110;2.5;0.8;3.2;4.8;1.5;6.3;9.7;3.1;6.4;28;0.8;1.6;74;2.2;4.2;64.8;27;0.8;1.5;0.5;3;0.1;0.2;0.3
Kemal KARAHODŽIĆ;2022-23;Kecskemét;36;956;26.6;57;1.6;3.3;11.4;1.19;48;1.3;2.8;11.8;212;88;300;5.9;2.4;8.3;12.3;5.1;17.4;25.1;10.2;17.6;117;3.3;6.8;90;2.5;5.2;53.1;23;0.6;1.3;0.5;25;0.7;1.5;2.8
Isaiah PHILMORE;2023-24;Alba Fehérvár;34;955;28.1;64;1.9;3.5;10.2;1.42;45;1.3;2.5;11.7;118;59;177;3.5;1.7;5.2;6.5;3.3;9.8;13.2;7.1;10.3;100;2.9;5.5;81;2.4;4.5;59.0;18;0.5;1.0;0.4;5;0.1;0.3;0.5
Rytis PIPIRAS;2024-25;Körmend;34;949;27.9;67;2.0;3.8;11.0;1.68;40;1.2;2.3;11.4;144;40;184;4.2;1.2;5.4;8.1;2.3;10.3;16.8;4.6;10.7;46;1.4;2.6;87;2.6;4.9;54.5;29;0.9;1.6;0.7;5;0.1;0.3;0.5
WITTMANN Krisztián;2024-25;Kecskemét;33;947;28.7;102;3.1;6.1;18.5;2.49;41;1.2;2.5;11.7;60;11;71;1.8;0.3;2.2;3.6;0.7;4.3;7.9;1.3;4.5;89;2.7;5.4;77;2.3;4.6;61.5;22;0.7;1.3;0.5;1;0.0;0.1;0.1
Fahrudin MANJGAFIĆ;2023-24;NKA Pécs;31;943;30.4;56;1.8;3.1;11.2;0.95;59;1.9;3.3;10.8;122;45;167;3.9;1.5;5.4;6.9;2.5;9.4;13.6;4.8;9.1;121;3.9;6.8;75;2.4;4.2;62.9;24;0.8;1.3;0.4;7;0.2;0.4;0.8
PONGÓ Máté;2024-25;DEAC;34;941;27.7;164;4.8;9.7;29.7;2.45;67;2.0;4.0;19.9;117;19;136;3.4;0.6;4.0;6.9;1.1;8.1;13.7;2.2;7.9;42;1.2;2.5;88;2.6;5.2;53.5;57;1.7;3.4;0.9;1;0.0;0.1;0.1
Isiah BROWN;2023-24;Bp. Honvéd;32;937;29.3;86;2.7;5.0;21.2;1.39;62;1.9;3.6;9.4;80;20;100;2.5;0.6;3.1;4.7;1.2;5.9;9.4;2.2;5.6;188;5.9;11.0;90;2.8;5.3;52.1;27;0.8;1.6;0.4;2;0.1;0.1;0.2
Ronald JACKSON;2023-24;Kaposvár;34;937;27.6;39;1.1;2.3;7.1;1.26;31;0.9;1.9;8.2;156;81;237;4.6;2.4;7.0;9.3;4.8;14.2;20.7;9.6;14.8;77;2.3;4.6;108;3.2;6.5;43.4;39;1.1;2.3;1.3;22;0.6;1.3;2.3
Rudi WILLIAMS;2024-25;Körmend;28;937;33.5;158;5.6;9.0;29.5;2.23;71;2.5;4.1;12.9;136;28;164;4.9;1.0;5.9;7.8;1.6;9.3;16.0;3.3;9.7;217;7.8;12.4;65;2.3;3.7;72.0;54;1.9;3.1;0.8;6;0.2;0.3;0.6
MELEG Gergő;2024-25;NKA Pécs;36;937;26.0;47;1.3;2.7;9.1;0.85;55;1.5;3.2;11.9;138;61;199;3.8;1.7;5.5;8.0;3.5;11.6;15.9;7.1;11.5;135;3.8;7.8;94;2.6;5.5;49.8;34;0.9;2.0;0.6;16;0.4;0.9;1.8
Petar RAKIĆEVIĆ;2022-23;ZTE;37;932;25.2;100;2.7;5.8;19.3;1.69;59;1.6;3.4;12.4;150;32;182;4.1;0.9;4.9;8.7;1.9;10.6;18.9;4.0;11.4;80;2.2;4.7;66;1.8;3.8;70.6;38;1.0;2.2;0.6;4;0.1;0.2;0.4
Danilo OSTOJIĆ;2024-25;DEAC;31;931;30.0;73;2.4;4.4;14.2;1.24;59;1.9;3.5;14.7;157;82;239;5.1;2.6;7.7;9.4;4.9;14.3;18.5;9.8;14.2;133;4.3;7.9;69;2.2;4.1;67.5;30;1.0;1.8;0.5;14;0.5;0.8;1.6
James DICKEY;2023-24;Alba Fehérvár;35;929;26.5;49;1.4;2.8;8.0;0.94;52;1.5;2.9;13.2;255;91;346;7.3;2.6;9.9;14.4;5.2;19.6;29.2;11.4;20.7;139;4.0;7.9;109;3.1;6.2;42.6;37;1.1;2.1;0.7;50;1.4;2.8;5.2
