Játékos;Szezon;Csapat;Min%;On40;Net40;Net RTG;Net Pace;Net Tm PTS 40;Net Tm RTG;Net Tm Close att. rate;Net Tm 3P att. rate;Net Tm EFG %;Net Tm FT made rate;Net Tm ORB %;Net Tm AST %;Net Tm TOV %;Net Tm BLK %;Net Opp PTS 40;Net Opp RTG;Net Opp Close att. rate;Net Opp 3P att. rate;Net Opp EFG %;Net Opp FT made rate;Net Opp ORB %;Net Opp AST %;Net Opp TOV %;Net Opp BLK %
SEBŐK András;2023-24;Szolnok;3.6;-32.6;-33.3;-51.4;-10.6;-28.2;-25.2;-0.088;0.050;-0.185;-0.001;7.2;-11.2;0.3;2.5;5.1;26.2;-0.030;0.044;0.113;0.285;-5.7;3.1;0.0;-1.6
Darko BAJO;2024-25;Bp. Honvéd;3.6;-40.1;-38.0;-53.6;-1.8;-23.6;-30.6;0.023;0.010;-0.156;-0.014;7.2;-8.3;5.8;-5.6;14.4;23.0;-0.010;0.033;0.095;0.015;11.9;5.2;-0.7;-2.9
POLSTER Attila;2023-24;Sopron;3.5;-23.0;-17.8;-27.8;-7.9;-10.9;-3.7;-0.018;0.030;-0.032;-0.095;2.7;-8.5;-0.5;-1.0;6.9;24.1;0.104;-0.104;0.043;0.029;12.3;-11.6;0.0;4.1
KUCSORA Csaba;2024-25;Atomerőmű SE;3.4;-29.7;-42.2;-54.9;4.9;-15.3;-27.1;-0.115;0.107;-0.134;0.124;-3.9;10.1;4.9;-0.6;26.9;27.8;0.155;-0.167;0.087;0.280;14.3;-2.1;-2.5;-0.3
TAKÁCS Zsolt;2022-23;Falco KC;3.4;-23.2;-36.4;-56.9;-13.5;-46.9;-51.2;-0.068;0.093;-0.117;-0.120;-12.4;-18.6;14.2;13.3;-10.5;5.7;-0.011;0.069;0.002;0.054;-4.1;0.3;0.0;-2.5
Kris MARTIN;2023-24;Alba Fehérvár;3.4;4.0;-6.2;-8.0;-3.2;-13.7;-13.3;0.017;-0.116;-0.081;-0.121;-6.0;-2.7;-2.8;-2.1;-7.5;-5.3;-0.003;-0.105;-0.079;0.083;-9.2;-16.0;0.0;-2.7
FLASÁR Botond;2024-25;DEAC;3.4;15.4;15.1;19.9;4.2;6.2;2.1;0.007;-0.027;0.090;-0.058;-11.6;4.5;3.5;2.3;-8.9;-17.8;-0.080;0.093;-0.123;0.193;-8.5;7.2;-1.7;-4.3
ÁRVA-FILE Balázs;2023-24;Oroszlány;3.4;0.8;-0.1;0.0;-10.0;-11.3;0.2;0.053;-0.017;-0.003;-0.077;-3.2;-5.8;-5.9;-1.7;-11.2;0.2;0.085;-0.003;0.001;0.261;-17.3;-3.9;0.0;-3.0
BALSAY Ádám;2022-23;Alba Fehérvár;3.3;17.1;8.3;13.9;-7.6;-8.2;1.2;-0.020;-0.092;0.105;0.025;-5.0;10.7;2.4;-3.6;-16.5;-12.7;-0.143;0.047;-0.166;0.134;-2.3;-17.5;0.0;-3.4
SÁGODI Róbert;2022-23;DEAC;3.3;-16.6;-15.6;-24.9;-8.9;-18.3;-13.8;0.105;-0.051;-0.054;-0.165;0.3;12.7;-2.1;-1.8;-2.7;11.1;-0.106;0.096;-0.003;0.161;-15.4;14.9;0.0;-2.9
BOR Gábor;2023-24;NKA Pécs;3.3;4.4;5.0;7.3;-7.0;-11.2;-5.3;-0.016;-0.052;0.024;0.105;-6.4;3.5;2.8;-0.6;-16.2;-12.6;-0.065;0.054;-0.034;0.089;-13.8;-8.4;0.0;-0.7
CZERMANN Patrik;2024-25;DEAC;3.3;2.6;1.9;2.6;1.1;0.2;-1.5;-0.021;0.009;-0.038;-0.155;11.2;-15.9;-3.4;-3.8;-1.7;-4.1;0.026;0.020;-0.069;0.139;7.3;-7.7;0.7;1.7
HERCZEG Kristóf;2022-23;Körmend;3.2;-11.2;-9.4;-15.5;-11.6;-8.2;7.5;-0.068;0.133;-0.045;0.260;5.6;13.7;-0.3;-3.9;1.2;23.0;0.076;-0.022;0.081;-0.022;13.9;-7.5;0.0;1.8
KERTLI Ádám;2024-25;Kecskemét;3.0;-23.0;-18.2;-23.8;5.0;-12.9;-24.4;0.012;0.056;-0.055;-0.094;3.3;11.5;9.3;3.0;5.4;-0.6;0.086;-0.058;0.013;0.165;5.6;17.7;7.0;7.6
VÁRSZEGI Ádám;2023-24;DEAC;3.0;2.9;6.8;10.3;-11.0;1.6;21.9;-0.035;0.085;0.053;-0.091;18.2;1.6;-2.4;-3.8;-5.2;11.6;0.068;-0.090;0.000;0.066;12.2;-3.2;0.0;4.5
ASZTALOS Miklós;2024-25;Kecskemét;2.9;-10.5;-5.4;-8.2;-2.3;-17.2;-21.6;0.042;0.008;-0.113;-0.058;6.7;7.6;3.2;8.7;-11.9;-13.4;0.003;0.031;-0.074;0.170;1.2;9.6;5.0;13.1
MOKÁNSZKI Máté;2022-23;Szolnok;2.9;-1.9;-10.5;-15.3;-11.2;-12.2;1.7;-0.028;0.064;0.032;-0.123;-6.1;-0.3;-3.1;-0.8;-1.7;17.0;0.012;0.004;0.022;0.088;12.6;10.8;0.0;0.6
SZŐKE Bálint;2022-23;Kaposvár;2.8;5.9;10.2;14.1;-2.2;5.5;11.2;-0.056;0.085;0.125;0.049;-5.4;8.8;1.6;-7.2;-4.7;-2.9;0.064;-0.084;0.011;-0.018;-11.4;-10.1;0.0;0.7
HAJDUK Attila Dominik;2023-24;Kaposvár;2.8;-13.7;-9.9;-13.0;3.1;0.2;-4.5;-0.026;0.091;0.039;-0.084;-13.7;11.8;-1.3;-2.5;10.1;8.5;-0.024;0.020;0.030;-0.214;3.0;3.2;0.0;0.3
LALUSKA Bence;2023-24;Szedeák;2.8;-1.0;0.9;1.1;-6.3;-5.3;3.0;-0.071;0.037;0.010;-0.080;-10.8;9.8;-6.9;-2.7;-6.2;1.9;-0.077;0.128;0.034;-0.082;-4.5;4.0;0.0;5.8
MAKKOS Dávid;2023-24;ZTE;2.7;-32.2;-28.4;-41.2;-4.2;-15.5;-15.5;0.069;-0.058;-0.023;-0.072;-15.5;16.8;-1.8;2.8;12.9;25.7;0.056;-0.036;0.108;-0.005;1.8;-5.4;0.0;2.7
TÓTH Patrik;2024-25;Kecskemét;2.7;-28.9;-24.3;-32.6;3.7;-20.6;-33.4;-0.067;0.132;-0.140;-0.121;9.1;13.2;9.1;1.6;3.7;-0.8;0.031;0.009;-0.036;0.184;-4.4;5.3;-1.2;14.8
TAKÁCS Martin;2023-24;Alba Fehérvár;2.6;-9.5;-20.0;-29.5;-16.1;-24.1;-6.9;-0.046;0.056;0.072;-0.050;-10.9;9.2;5.1;2.5;-4.1;22.6;-0.006;-0.010;0.057;0.172;8.5;-5.8;0.0;-4.4
SIMÓ Bence;2023-24;ZTE;2.5;-8.6;-4.1;-6.1;-2.6;-12.5;-13.5;0.000;-0.046;-0.078;0.008;-2.7;1.0;-0.4;-2.5;-8.4;-7.4;0.153;-0.139;-0.076;-0.001;2.1;-9.2;0.0;0.3
KERTÉSZ Dávid;2024-25;Alba Fehérvár;2.5;-18.9;-19.3;-25.1;2.3;-10.0;-16.6;-0.020;-0.051;-0.099;0.031;3.3;-0.3;0.5;-0.5;9.3;8.5;-0.045;0.021;0.087;-0.046;-3.5;4.3;-0.7;4.1
GÓBI Marcell;2022-23;Alba Fehérvár;2.5;-3.2;-12.6;-17.7;-7.2;-22.2;-20.5;-0.114;0.022;0.029;0.105;-14.5;17.6;8.1;-3.0;-9.6;-2.8;-0.114;0.058;-0.198;0.230;2.4;-4.6;0.0;-1.6
GYIMES Áron;2023-24;ZTE;2.4;-31.1;-27.1;-44.0;-10.7;-26.4;-23.2;-0.016;-0.127;-0.084;-0.125;-3.6;-1.5;-1.0;4.0;0.7;20.8;0.015;0.032;0.035;-0.121;14.0;-2.0;0.0;3.1
GERÖLY Márton;2023-24;Körmend;2.4;-35.3;-31.9;-49.8;-9.8;-46.7;-54.7;-0.099;0.045;-0.247;-0.102;-11.4;16.1;7.6;2.8;-14.8;-4.9;-0.001;-0.021;0.008;0.155;-16.5;11.7;0.0;11.9
KENÉZ Csaba;2023-24;DEAC;2.3;-6.1;-2.5;-4.3;-7.2;-12.0;-6.7;0.055;-0.063;-0.087;-0.048;-1.7;11.8;-5.7;-3.4;-9.5;-2.4;0.105;-0.103;-0.018;-0.090;-2.6;-9.4;0.0;1.5
ARABO Abraham;2022-23;Szolnok;2.3;1.2;-7.3;-10.2;-6.0;-18.0;-16.7;-0.004;0.049;-0.116;0.053;-0.8;-0.3;-1.9;3.5;-10.7;-6.5;-0.165;0.062;-0.076;0.015;-2.5;13.7;0.0;-2.2
BARTIK Zalán;2024-25;Körmend;2.3;-3.8;0.1;-0.1;-3.1;-16.6;-18.1;-0.002;0.015;-0.165;0.126;3.8;0.4;-2.2;-4.1;-16.7;-18.0;0.012;0.008;0.033;-0.011;-21.4;-1.3;6.6;-1.0
VINCZE Roland;2022-23;Szolnok;2.2;-24.3;-33.3;-51.2;-7.7;-22.1;-20.6;0.009;0.025;0.035;-0.082;0.0;-6.0;8.4;-0.1;11.2;30.6;-0.030;0.075;0.027;0.112;1.7;16.3;0.0;-1.4
FAZEKAS Máté;2023-24;Alba Fehérvár;2.1;-16.8;-27.4;-38.2;-7.2;-15.6;-9.8;-0.053;0.111;-0.090;-0.009;8.5;-15.0;0.8;-0.8;11.8;28.4;0.017;-0.067;0.087;0.206;-3.9;0.5;0.0;0.0
HOCKERUP-FISCHER Dávid;2023-24;NKA Pécs;2.1;-15.2;-15.0;-20.3;-1.2;-10.4;-12.3;0.117;-0.115;-0.138;0.174;8.8;-6.0;-1.0;-3.9;4.6;8.0;-0.078;0.098;0.002;-0.136;-1.1;1.8;0.0;0.1
HAJDUK Attila Dominik;2022-23;Kaposvár;2.1;0.0;4.0;5.5;-5.8;-8.5;-3.1;0.004;0.065;0.036;0.057;-4.0;8.5;7.2;-0.7;-12.5;-8.6;0.161;-0.148;0.015;0.007;-16.9;-4.6;0.0;-1.5
BALÁZSI Ákos;2024-25;DEAC;2.1;15.4;14.9;19.4;4.7;21.2;21.3;-0.099;0.107;0.140;-0.027;-6.4;0.3;-0.8;-3.8;6.4;1.9;0.108;-0.063;-0.021;0.111;-5.3;1.2;-8.7;-4.2
RÁCZ Gábor;2024-25;PVSK;2.1;-19.6;-10.2;-12.7;3.0;-4.4;-9.8;-0.005;0.030;-0.049;0.105;0.8;29.3;5.5;-3.9;5.8;2.9;0.069;0.013;0.051;-0.043;-10.6;-13.9;-3.4;5.2
Zdravko BOŠKOVIĆ;2024-25;Körmend;2.0;-11.5;-7.8;-10.6;-1.0;-3.3;-3.0;0.068;-0.018;-0.029;0.000;6.5;-9.8;-2.2;-0.3;4.5;7.6;0.074;-0.058;0.023;0.218;-6.2;-20.7;-0.1;-0.9
NAGY Péter;2024-25;Körmend;1.9;-3.0;0.8;1.2;0.9;6.2;6.8;0.053;0.064;0.012;0.196;3.6;-2.2;-3.5;1.0;5.4;5.6;-0.095;0.140;0.090;-0.062;-16.1;5.0;1.1;-4.4
FLASÁR Zalán;2023-24;Sopron;1.9;6.4;12.5;17.5;-4.7;4.7;14.1;-0.007;0.079;0.134;-0.181;-8.2;-6.0;-2.8;9.7;-7.8;-3.4;0.103;-0.052;0.041;0.116;-8.8;9.1;0.0;4.2
PÁPAI Máté;2022-23;Oroszlány;1.8;-26.2;-24.5;-31.4;5.4;-24.8;-39.5;-0.166;0.133;-0.230;0.017;-4.4;10.6;0.0;-6.9;-0.3;-8.1;-0.092;-0.141;-0.035;0.034;-2.0;4.8;0.0;-1.6
SIMÓ Bence;2022-23;ZTE;1.7;-6.1;-6.6;-9.0;-0.3;-18.0;-24.0;0.024;0.030;-0.109;0.109;6.4;1.1;9.8;-3.0;-11.4;-15.0;0.030;0.011;-0.084;0.068;2.8;2.6;0.0;4.1
HORVÁTH Ákos;2024-25;Szolnok;1.6;-26.6;-31.2;-40.7;2.3;-42.6;-58.8;-0.152;0.169;-0.305;-0.059;-7.0;-36.9;2.1;-2.0;-11.4;-18.0;0.114;-0.056;-0.120;0.000;3.6;-1.5;-5.4;-3.8
HORVÁTH Ádám;2022-23;Falco KC;1.6;-33.3;-46.0;-79.0;-18.9;-57.9;-65.0;-0.097;0.147;-0.120;-0.184;-31.8;-29.9;17.2;22.9;-11.9;14.0;0.038;0.036;0.040;0.368;-7.0;8.5;0.0;-6.2
ANTALICS Dániel;2022-23;Kaposvár;1.6;-36.5;-33.1;-45.4;-0.3;-25.3;-34.4;-0.105;0.098;-0.138;-0.038;0.0;5.0;6.1;11.7;7.8;11.0;0.015;-0.027;0.015;-0.066;10.3;-19.0;0.0;-6.1
KISS Dominik;2023-24;Szolnok;1.6;-40.0;-40.1;-68.6;-16.5;-25.6;-12.1;-0.030;0.031;-0.136;-0.019;-2.7;-10.8;-8.3;0.8;14.5;56.5;0.040;0.012;0.283;0.366;-9.4;3.0;0.0;-0.9
NAGY Péter;2023-24;Körmend;1.5;-21.0;-17.2;-27.1;-9.7;-40.0;-44.7;-0.016;-0.042;-0.208;-0.098;-7.3;7.7;5.4;5.4;-22.8;-17.6;0.117;-0.132;-0.034;0.032;-16.4;11.2;0.0;6.2
GÉRINGER Gergő;2022-23;Atomerőmű SE;1.5;-17.2;-18.0;-28.8;-11.6;-29.4;-26.9;-0.088;0.118;-0.003;-0.043;-21.2;10.0;13.4;0.2;-11.4;1.9;0.040;0.037;0.024;-0.026;20.1;7.7;0.0;-5.6
CSOMÓS Kristóf;2022-23;Bp. Honvéd;1.5;-21.0;-13.7;-24.3;-11.8;-18.1;-10.3;-0.032;0.049;-0.092;-0.170;-3.2;5.6;-10.7;16.1;-4.4;14.0;-0.081;0.163;-0.009;0.083;7.5;18.0;0.0;20.2
HARKA Szabolcs;2024-25;PVSK;1.5;-48.8;-39.8;-50.8;3.2;-22.6;-33.5;0.026;-0.027;-0.115;-0.057;-3.3;-17.4;9.8;1.2;17.2;17.2;-0.087;0.077;0.115;0.051;-1.0;-33.1;-2.6;3.5
Isaiah HILL;2024-25;Oroszlány;1.4;-41.7;-35.0;-46.7;1.4;-7.8;-12.4;0.022;-0.019;-0.055;0.106;1.8;-5.0;8.4;-2.8;27.2;34.3;-0.088;0.050;0.176;-0.013;18.8;-2.2;0.9;5.5
HEGEDÜS Brúnó;2024-25;DEAC;1.4;-41.1;-42.5;-55.4;5.2;-12.3;-23.3;-0.123;0.178;0.009;-0.159;3.2;15.4;15.6;-3.8;30.1;32.0;0.224;-0.171;0.113;0.256;25.8;5.0;-5.9;4.2
HORVÁTH Ákos;2023-24;Szolnok;1.4;-53.4;-53.7;-89.7;-15.2;-34.5;-29.1;0.008;-0.046;-0.087;-0.045;-6.3;-20.9;5.0;4.5;19.2;60.6;0.049;-0.063;0.146;0.228;11.1;30.5;0.0;0.5
VASKÓ György;2022-23;NYBS;1.4;-16.0;-2.8;-8.6;-14.1;-24.5;-17.4;0.100;-0.057;-0.061;-0.051;-2.3;7.5;3.4;1.0;-21.7;-8.8;0.047;-0.101;-0.066;0.077;-8.6;-20.4;0.0;-1.2
KISS Benedek;2023-24;Alba Fehérvár;1.4;-16.0;-26.4;-41.4;-18.8;-42.6;-33.6;-0.101;0.079;-0.014;-0.105;-18.5;-2.1;8.6;6.1;-16.2;7.8;-0.036;0.024;-0.026;0.142;10.0;10.0;0.0;5.8
GÓBI Marcell;2023-24;Alba Fehérvár;1.3;-10.5;-20.8;-30.8;-15.4;-29.1;-16.5;-0.089;0.108;0.088;0.218;-27.6;-2.1;5.8;0.5;-8.3;14.3;-0.077;0.105;0.054;0.061;-2.7;13.1;0.0;8.3
ÁRVA-FILE Balázs;2024-25;Oroszlány;1.3;-4.2;3.0;3.9;-2.9;13.7;23.6;-0.131;0.164;0.235;-0.063;-11.9;-6.7;-2.9;-2.8;10.6;19.7;-0.021;0.062;-0.033;0.308;5.8;1.2;-0.8;2.7
TÓTH Balázs;2023-24;Kecskemét;1.2;51.8;54.4;89.6;-12.4;5.7;32.6;-0.117;-0.088;0.155;0.277;-9.0;10.3;-3.7;18.0;-48.7;-57.0;-0.194;0.142;-0.262;-0.090;-20.6;-17.0;0.0;-5.6
GERA Ferenc;2024-25;Kecskemét;1.2;-25.5;-20.5;-28.5;1.4;-18.0;-27.4;0.035;0.110;-0.090;-0.123;0.5;17.2;8.4;-4.4;2.5;1.1;0.054;0.016;-0.034;0.152;4.0;31.0;3.1;31.2
LUKÁCSI Gábor;2024-25;NKA Pécs;1.2;-43.7;-44.9;-57.5;4.8;-17.6;-29.2;-0.249;0.273;-0.128;-0.082;-9.2;11.6;-1.4;-6.4;27.2;28.3;0.030;0.029;0.061;0.285;5.2;12.0;-2.3;-4.9
KÉKESI Kolos;2024-25;Atomerőmű SE;1.1;-52.9;-64.7;-85.7;2.2;-22.9;-33.8;-0.191;0.297;-0.143;-0.084;-2.4;16.7;2.4;3.8;41.8;51.9;0.224;-0.185;0.316;-0.022;14.8;17.4;0.9;-2.8
HEGEDÜS Brúnó;2023-24;DEAC;1.1;-8.0;-4.3;-11.0;-21.4;-35.0;-25.0;-0.127;0.106;-0.173;0.087;-2.5;-15.2;7.4;-6.2;-30.7;-14.0;0.064;-0.132;-0.144;-0.079;20.6;-12.2;0.0;8.3
MÉSZÁROS Tamás;2024-25;Szedeák;1.0;-21.6;-13.2;-18.7;-0.6;-13.7;-18.4;0.027;0.025;-0.152;-0.044;-5.2;-7.2;-7.3;3.3;-0.6;0.3;-0.073;0.108;-0.013;-0.140;20.2;-15.2;1.3;7.7
VÁMOS Ádám;2022-23;Bp. Honvéd;1.0;-8.0;-0.5;-3.6;-14.8;-3.8;19.2;0.128;-0.093;-0.029;-0.120;11.8;11.0;-12.4;-5.5;-3.3;22.8;-0.057;0.174;0.182;0.031;-9.0;12.9;0.0;-2.0
PAVLÍK Botond;2022-23;Atomerőmű SE;1.0;-10.7;-11.3;-17.5;-9.0;-16.5;-10.4;-0.043;0.121;-0.131;-0.017;-15.1;-10.2;-5.5;-6.2;-5.2;7.1;0.023;0.043;-0.005;0.064;29.5;13.5;0.0;10.0
ARABO Abraham;2024-25;Szolnok;0.9;-23.7;-28.0;-36.3;2.9;-30.3;-43.5;-0.247;0.134;-0.152;-0.152;-15.9;-4.6;2.0;-6.1;-2.3;-7.2;0.188;-0.076;-0.125;0.106;10.3;-14.3;-5.9;-3.8
TAKÁCS Zsolt;2023-24;Falco KC;0.9;-18.5;-39.4;-59.6;-16.4;-26.3;-9.6;-0.138;0.068;-0.022;0.271;-6.1;18.4;-3.3;14.7;13.1;50.0;-0.152;0.179;0.126;-0.143;11.8;1.7;0.0;-4.5
ARNOLD Botond;2023-24;Atomerőmű SE;0.9;-43.1;-40.5;-48.3;8.5;-9.1;-22.4;-0.159;0.100;-0.084;-0.084;-13.5;-9.0;4.7;-7.2;31.4;25.9;0.075;-0.037;0.109;0.009;11.7;-12.0;0.0;-4.7
VÁMOS Ádám;2023-24;Bp. Honvéd;0.9;30.0;32.1;68.8;-27.3;-17.3;25.6;-0.095;0.126;0.165;0.108;-12.1;-6.9;-6.7;-6.5;-49.4;-43.2;-0.213;0.141;-0.413;0.318;16.7;40.8;0.0;-5.7
VINCZE Roland;2023-24;Szolnok;0.9;-22.8;-22.5;-33.9;-8.2;-15.0;-8.9;0.042;-0.136;-0.137;-0.189;7.7;-35.5;-12.1;-5.6;7.5;25.0;-0.094;0.072;0.083;0.266;-7.6;-2.6;0.0;-6.3
GERÖLY Márton;2022-23;Körmend;0.8;-20.0;-18.1;-33.8;-19.2;-32.6;-20.4;-0.126;0.238;-0.160;0.163;13.1;46.9;5.7;-5.9;-14.5;13.4;-0.087;0.195;-0.037;0.247;3.6;-5.9;0.0;15.3
HEIMANN Gergő;2023-24;Atomerőmű SE;0.7;-88.0;-85.6;-117.5;-1.6;-47.1;-62.1;-0.122;0.160;-0.195;-0.215;-16.7;-3.3;12.7;-7.1;38.5;55.4;-0.195;0.169;0.088;0.007;8.0;-6.4;0.0;12.1
HANSEN Dániel;2023-24;Falco KC;0.7;-24.0;-44.8;-71.7;-19.8;-42.0;-31.1;-0.147;0.106;-0.099;0.357;-2.5;1.7;12.1;-5.5;2.8;40.6;0.101;-0.060;0.189;-0.079;-4.7;-2.9;0.0;-4.5
SZUGYICZKI Máté;2024-25;Szolnok;0.7;8.0;4.0;6.2;-5.6;-34.4;-40.5;-0.203;0.168;-0.276;-0.085;13.5;-41.9;1.3;-6.0;-38.4;-46.6;0.106;-0.072;-0.308;0.143;-0.1;-25.4;-0.2;-3.8
BOTKA Botond;2022-23;Kecskemét;0.7;20.0;22.2;44.3;-24.0;-9.7;33.1;-0.115;0.111;0.059;-0.036;23.1;-10.2;5.1;-5.6;-31.9;-11.2;-0.142;0.178;0.016;-0.078;14.3;0.9;0.0;-4.7
CZERMANN Patrik;2022-23;DEAC;0.7;24.0;25.7;46.1;-16.1;11.3;52.3;0.230;-0.105;0.125;-0.204;34.7;22.6;-8.7;-5.0;-14.4;6.2;-0.068;0.174;0.008;-0.151;-9.4;23.8;0.0;2.9
FÁBIÁN Szabolcs;2022-23;DEAC;0.7;32.0;33.8;46.7;1.4;19.4;24.6;-0.181;0.233;0.192;0.084;7.9;17.5;1.7;3.4;-14.4;-22.1;0.004;0.057;-0.258;-0.039;7.3;0.4;0.0;-4.8
TAKÁCS Erik;2022-23;Kecskemét;0.6;30.0;32.3;68.2;-26.3;7.4;77.2;0.078;0.072;0.232;0.437;-20.0;-0.1;-12.8;-5.5;-24.9;9.0;-0.317;0.454;-0.034;0.198;14.3;74.4;0.0;-4.7
TÓTH Gergő;2022-23;NYBS;0.6;-10.0;3.2;-6.7;-34.4;-39.4;-13.6;-0.168;0.068;-0.092;-0.211;-7.8;14.1;-6.6;-4.6;-42.6;-6.9;0.287;-0.180;0.235;-0.043;-28.6;-31.7;0.0;13.0
TÓTH-ERDEI Máté;2023-24;Körmend;0.6;-55.0;-51.2;-73.9;-5.0;-63.6;-83.2;-0.132;0.064;-0.470;-0.086;-10.6;141.1;-3.5;-4.7;-12.4;-9.3;-0.084;-0.089;-0.098;0.218;-30.7;-10.5;0.0;23.7
FEHÉRVÁRI Csegő;2023-24;Kaposvár;0.6;-66.7;-63.1;-80.9;6.0;-11.7;-23.8;-0.195;0.319;0.006;-0.164;-17.7;-1.1;4.2;-2.4;51.4;57.1;-0.047;0.122;0.091;-0.089;21.4;24.8;0.0;-5.7
TÓTH Patrik;2023-24;Kecskemét;0.6;66.6;69.0;105.9;-7.6;11.9;31.5;-0.134;0.030;0.188;0.109;-23.4;-19.6;-11.0;12.4;-57.1;-74.4;0.058;0.091;-0.353;-0.157;-19.1;-57.0;0.0;-5.5
SÁGODI Róbert;2024-25;DEAC;0.6;-18.9;-19.8;-27.7;-0.1;-15.7;-21.7;-0.048;0.072;-0.210;0.074;1.1;-9.8;-8.4;6.3;4.1;6.0;0.122;-0.035;-0.167;0.181;25.8;26.3;-10.7;-4.1
MOKÁNSZKI Milán;2023-24;Szedeák;0.6;-5.0;-3.1;-8.9;-33.1;-59.4;-47.7;-0.054;0.184;-0.375;0.458;1.2;-46.4;4.9;-5.7;-56.3;-38.8;0.200;-0.090;-0.273;0.244;-9.4;-53.8;0.0;29.9
ARNOLD Botond;2024-25;Atomerőmű SE;0.6;-21.3;-32.6;-44.4;-0.4;-8.4;-10.8;0.202;-0.097;-0.005;0.547;-34.1;46.8;9.2;-5.4;24.1;33.6;0.041;0.071;0.193;-0.035;3.3;12.5;-4.4;-2.8
KAZY Balázs;2023-24;NKA Pécs;0.6;-25.0;-24.7;-45.5;-21.2;-62.3;-72.0;-0.141;-0.146;-0.307;-0.118;-15.1;44.2;17.8;-3.8;-37.6;-26.5;-0.119;0.212;-0.079;0.008;-5.1;8.5;0.0;-6.0
ANGYAL Medárd;2023-24;NKA Pécs;0.6;-5.0;-4.6;-7.2;-10.5;-47.2;-54.9;-0.267;0.105;-0.203;-0.244;-16.9;10.9;6.8;-3.8;-42.6;-47.7;-0.065;0.158;-0.160;0.188;-15.9;41.9;0.0;-6.0
KOVÁCS Áron;2024-25;ZTE;0.5;-32.5;-32.4;-37.9;11.9;-0.8;-16.5;0.056;0.069;-0.230;1.309;-9.3;-53.6;9.4;8.2;31.6;21.5;0.259;-0.191;0.032;0.375;-4.5;-30.0;-0.5;-4.3
RAVASZ Márk;2024-25;PVSK;0.5;-88.2;-79.0;-109.6;-2.2;-62.8;-83.5;0.088;0.004;-0.380;-0.151;-10.8;-53.7;17.2;-3.8;16.2;26.1;0.261;-0.162;0.216;0.252;0.8;-1.5;1.6;14.0
KELLER Bendegúz;2024-25;Sopron;0.5;-30.5;-32.5;-41.5;5.0;13.9;10.5;0.035;0.005;0.001;0.068;-4.9;12.9;-3.7;8.6;46.4;52.0;-0.102;0.031;0.106;0.541;23.5;-25.5;-9.8;-3.5
GERA Ferenc;2023-24;Kecskemét;0.5;-34.3;-32.5;-41.7;5.3;-1.5;-9.5;0.171;-0.206;-0.112;0.231;5.3;-23.2;-4.2;-4.4;31.0;32.2;-0.110;0.174;-0.017;0.346;-3.0;3.1;0.0;-5.5
HANSEN Dániel;2022-23;Falco KC;0.5;-17.1;-29.2;-45.7;-14.0;-52.9;-61.5;0.108;-0.005;-0.192;-0.236;-31.6;-25.1;5.1;19.1;-23.7;-15.8;-0.027;-0.022;-0.065;0.423;-10.2;-1.6;0.0;-6.2
GYIMES Áron;2024-25;ZTE;0.4;86.6;87.2;129.7;-6.6;33.7;60.9;-0.086;0.212;0.342;0.306;-29.3;6.6;-14.4;-3.0;-53.5;-68.8;-0.118;0.060;-0.302;-0.211;-29.7;41.6;3.0;-4.3
TÓTH Balázs;2022-23;Kecskemét;0.4;6.7;8.8;12.6;-2.9;2.4;7.9;0.179;-0.229;0.382;0.411;13.4;-10.2;15.3;-5.6;-6.4;-4.7;-0.041;0.078;-0.034;-0.078;-25.9;-9.2;0.0;-4.7
CSORNAI Csaba;2022-23;Szedeák;0.4;33.3;34.8;84.3;-31.8;-39.9;-11.7;0.004;-0.001;-0.189;0.109;0.1;0.4;-3.1;-5.3;-74.7;-96.0;-0.132;0.276;-0.539;0.113;-1.8;-53.2;0.0;-4.6
HEGEDÜS Brúnó;2022-23;DEAC;0.4;-6.7;-5.2;-10.5;-18.3;-23.6;-7.1;-0.036;0.162;-0.023;-0.204;24.7;9.1;5.8;-5.0;-18.4;3.4;-0.197;0.303;-0.078;-0.222;-6.1;40.5;0.0;20.3
LENDVAY Bence;2024-25;Bp. Honvéd;0.4;-56.0;-52.8;-67.8;4.9;-20.4;-33.0;0.199;-0.284;-0.240;-0.043;17.2;-29.0;4.1;19.6;32.3;34.8;-0.044;0.010;0.202;0.568;-2.1;-6.9;1.8;5.8
KARDA Dominik;2023-24;Bp. Honvéd;0.4;-53.4;-51.7;-91.2;-15.6;-64.1;-83.1;0.098;-0.199;-0.474;-0.035;15.8;-56.8;9.9;-6.5;-12.4;8.1;0.086;-0.263;0.070;-0.034;-2.8;15.8;0.0;37.4
CSIZMADIA Attila;2023-24;DEAC;0.4;-6.7;-3.0;-5.4;-7.3;-14.7;-11.2;0.045;-0.076;0.139;-0.248;-27.5;-30.2;7.1;6.5;-11.7;-5.8;0.465;-0.382;0.108;-0.229;-26.4;5.0;0.0;-4.2
CZERMANN Máté;2023-24;Oroszlány;0.3;16.0;15.2;26.3;-18.3;-22.9;-3.8;0.169;-0.036;-0.045;-0.140;-1.0;-9.5;-3.5;28.9;-38.1;-30.1;0.124;0.007;-0.033;-0.038;-3.6;-1.9;0.0;-4.9
