Játékos;Szezon;Csapat;G;Min;Min PG;PTS;PTS PG;PTS 100;Close made;Close att.;Close made PG;Close att. PG;Close made 100;Close att. 100;Close %;Mid. made;Mid. att.;Mid. made PG;Mid. att. PG;Mid. made 100;Mid. att. 100;Mid. %;2P made;2P att.;2P made PG;2P att. PG;2P made 100;2P att. 100;2P%;3P made;3P att.;3P made PG;3P att. PG;3P made 100;3P att. 100;3P%;FG made;FG att.;FG made PG;FG att. PG;FG made 100;FG att. 100;FG%;EFG%;FT made;FT att.;FT made PG;FT att. PG;FT made 100;FT att. 100;FT%;TS%;Close att. rate;Mid. att. rate;3P att. rate;FT rate
Brendan BAILEY;2023-24;Szedeák;13;338;26.0;173;13.3;27.1;24;46;1.8;3.5;3.8;7.2;0.522;10;20;0.8;1.5;1.6;3.1;0.500;34;66;2.6;5.1;5.3;10.3;0.515;25;90;1.9;6.9;3.9;14.1;0.278;59;156;4.5;12.0;9.2;24.4;0.378;0.458;30;38;2.3;2.9;4.7;6.0;0.789;0.500;29.5;12.8;57.7;0.24
Darnell BRODIE;2024-25;NKA Pécs;16;337;21.1;137;8.6;22.3;55;94;3.4;5.9;8.9;15.3;0.585;4;16;0.3;1.0;0.7;2.6;0.250;59;110;3.7;6.9;9.6;17.9;0.536;0;1;0.0;0.1;0.0;0.2;0.000;59;111;3.7;6.9;9.6;18.0;0.532;0.532;19;30;1.2;1.9;3.1;4.9;0.633;0.550;84.7;14.4;0.9;0.27
Dayon GRIFFIN;2022-23;Kaposvár;11;335;30.5;156;14.2;25.5;36;59;3.3;5.4;5.9;9.6;0.610;1;18;0.1;1.6;0.2;2.9;0.056;37;77;3.4;7.0;6.0;12.6;0.481;20;47;1.8;4.3;3.3;7.7;0.426;57;124;5.2;11.3;9.3;20.3;0.460;0.540;22;29;2.0;2.6;3.6;4.7;0.759;0.569;47.6;14.5;37.9;0.23
FILIPOVICS Stefan;2022-23;Szedeák;31;328;10.6;137;4.4;23.0;51;89;1.6;2.9;8.6;14.9;0.573;3;16;0.1;0.5;0.5;2.7;0.188;54;105;1.7;3.4;9.1;17.6;0.514;0;4;0.0;0.1;0.0;0.7;0.000;54;109;1.7;3.5;9.1;18.3;0.495;0.495;29;35;0.9;1.1;4.9;5.9;0.829;0.549;81.7;14.7;3.7;0.32
DOROGI Gergő;2023-24;Atomerőmű SE;33;326;9.9;89;2.7;14.6;24;30;0.7;0.9;4.0;4.9;0.800;2;3;0.1;0.1;0.3;0.5;0.667;26;33;0.8;1.0;4.3;5.4;0.788;10;40;0.3;1.2;1.6;6.6;0.250;36;73;1.1;2.2;5.9;12.0;0.493;0.562;7;14;0.2;0.4;1.2;2.3;0.500;0.561;41.1;4.1;54.8;0.19
KOPÁCSI Ákos;2022-23;Bp. Honvéd;35;325;9.3;70;2.0;11.8;2;9;0.1;0.3;0.3;1.5;0.222;2;3;0.1;0.1;0.3;0.5;0.667;4;12;0.1;0.3;0.7;2.0;0.333;18;70;0.5;2.0;3.0;11.8;0.257;22;82;0.6;2.3;3.7;13.8;0.268;0.378;8;11;0.2;0.3;1.4;1.9;0.727;0.403;11.0;3.7;85.4;0.13
SZALAY Domonkos;2023-24;ZTE;25;325;13.0;68;2.7;11.4;13;20;0.5;0.8;2.2;3.4;0.650;2;5;0.1;0.2;0.3;0.8;0.400;15;25;0.6;1.0;2.5;4.2;0.600;9;32;0.4;1.3;1.5;5.4;0.281;24;57;1.0;2.3;4.0;9.6;0.421;0.500;11;17;0.4;0.7;1.8;2.9;0.647;0.526;35.1;8.8;56.1;0.30
DeMarco DICKERSON;2022-23;NYBS;18;324;18.0;176;9.8;28.3;42;71;2.3;3.9;6.8;11.4;0.592;14;32;0.8;1.8;2.3;5.2;0.438;56;103;3.1;5.7;9.0;16.6;0.544;14;48;0.8;2.7;2.3;7.7;0.292;70;151;3.9;8.4;11.3;24.3;0.464;0.510;22;32;1.2;1.8;3.5;5.2;0.688;0.532;47.0;21.2;31.8;0.21
Anton COOK;2023-24;Körmend;10;323;32.3;173;17.3;29.1;24;51;2.4;5.1;4.0;8.6;0.471;10;14;1.0;1.4;1.7;2.4;0.714;34;65;3.4;6.5;5.7;10.9;0.523;24;64;2.4;6.4;4.0;10.8;0.375;58;129;5.8;12.9;9.8;21.7;0.450;0.543;33;39;3.3;3.9;5.6;6.6;0.846;0.590;39.5;10.9;49.6;0.30
Jamarius BURTON;2024-25;Oroszlány;10;323;32.3;186;18.6;31.2;56;83;5.6;8.3;9.4;13.9;0.675;12;32;1.2;3.2;2.0;5.4;0.375;68;115;6.8;11.5;11.4;19.3;0.591;8;19;0.8;1.9;1.3;3.2;0.421;76;134;7.6;13.4;12.7;22.5;0.567;0.597;26;34;2.6;3.4;4.4;5.7;0.765;0.623;61.9;23.9;14.2;0.25
GULYÁS Milán;2022-23;Atomerőmű SE;22;322;14.6;82;3.7;13.9;18;29;0.8;1.3;3.1;4.9;0.621;0;3;0.0;0.1;0.0;0.5;0.000;18;32;0.8;1.5;3.1;5.4;0.563;14;43;0.6;2.0;2.4;7.3;0.326;32;75;1.5;3.4;5.4;12.7;0.427;0.520;4;10;0.2;0.5;0.7;1.7;0.400;0.516;38.7;4.0;57.3;0.13
Isaiah PHILMORE;2024-25;Alba Fehérvár;10;319;31.9;128;12.8;22.2;33;48;3.3;4.8;5.7;8.3;0.688;2;6;0.2;0.6;0.4;1.0;0.333;35;54;3.5;5.4;6.1;9.4;0.648;11;23;1.1;2.3;1.9;4.0;0.478;46;77;4.6;7.7;8.0;13.4;0.597;0.669;25;32;2.5;3.2;4.3;5.6;0.781;0.700;62.3;7.8;29.9;0.42
Brandon PARRISH;2022-23;Körmend;14;315;22.5;106;7.6;18.1;28;49;2.0;3.5;4.8;8.4;0.571;2;3;0.1;0.2;0.3;0.5;0.667;30;52;2.1;3.7;5.1;8.9;0.577;10;48;0.7;3.4;1.7;8.2;0.208;40;100;2.9;7.1;6.8;17.1;0.400;0.450;16;18;1.1;1.3;2.7;3.1;0.889;0.490;49.0;3.0;48.0;0.18
Anthony MATHIS;2023-24;Sopron;14;315;22.5;176;12.6;30.3;12;24;0.9;1.7;2.1;4.1;0.500;3;11;0.2;0.8;0.5;1.9;0.273;15;35;1.1;2.5;2.6;6.0;0.429;33;79;2.4;5.6;5.7;13.6;0.418;48;114;3.4;8.1;8.3;19.6;0.421;0.566;47;59;3.4;4.2;8.1;10.2;0.797;0.626;21.1;9.6;69.3;0.52
KISS Mátyás;2022-23;Körmend;30;312;10.4;64;2.1;11.1;9;14;0.3;0.5;1.6;2.4;0.643;0;1;0.0;0.0;0.0;0.2;0.000;9;15;0.3;0.5;1.6;2.6;0.600;15;37;0.5;1.2;2.6;6.4;0.405;24;52;0.8;1.7;4.2;9.0;0.462;0.606;1;2;0.0;0.1;0.2;0.4;0.500;0.605;26.9;1.9;71.2;0.04
BALOGH Máté;2024-25;Bp. Honvéd;17;311;18.3;61;3.6;10.9;21;42;1.2;2.5;3.7;7.5;0.500;3;5;0.2;0.3;0.5;0.9;0.600;24;47;1.4;2.8;4.3;8.4;0.511;3;16;0.2;0.9;0.5;2.9;0.188;27;63;1.6;3.7;4.8;11.2;0.429;0.452;4;5;0.2;0.3;0.7;0.9;0.800;0.467;66.7;7.9;25.4;0.08
KOVÁCS Benedek;2024-25;Falco KC;34;311;9.1;93;2.7;16.4;20;28;0.6;0.8;3.5;5.0;0.714;1;1;0.0;0.0;0.2;0.2;1.000;21;29;0.6;0.9;3.7;5.1;0.724;12;35;0.4;1.0;2.1;6.2;0.343;33;64;1.0;1.9;5.8;11.3;0.516;0.609;15;22;0.4;0.6;2.7;3.9;0.682;0.629;43.8;1.6;54.7;0.34
GÁSPÁR Mátyás;2024-25;Körmend;32;310;9.7;65;2.0;11.2;24;40;0.8;1.3;4.1;6.9;0.600;1;6;0.0;0.2;0.2;1.0;0.167;25;46;0.8;1.4;4.3;7.9;0.543;0;4;0.0;0.1;0.0;0.7;0.000;25;50;0.8;1.6;4.3;8.6;0.500;0.500;15;33;0.5;1.0;2.6;5.7;0.455;0.501;80.0;12.0;8.0;0.66
Seth LEDAY;2024-25;ZTE;14;310;22.2;184;13.1;31.0;61;102;4.4;7.3;10.3;17.2;0.598;0;1;0.0;0.1;0.0;0.2;0.000;61;103;4.4;7.4;10.3;17.3;0.592;9;20;0.6;1.4;1.5;3.4;0.450;70;123;5.0;8.8;11.8;20.7;0.569;0.606;35;50;2.5;3.6;5.9;8.4;0.700;0.632;82.9;0.8;16.3;0.41
Sagaba KONATE;2023-24;Körmend;15;306;20.4;176;11.7;30.3;53;80;3.5;5.3;9.1;13.8;0.663;7;15;0.5;1.0;1.2;2.6;0.467;60;95;4.0;6.3;10.3;16.4;0.632;6;13;0.4;0.9;1.0;2.2;0.462;66;108;4.4;7.2;11.4;18.6;0.611;0.639;38;47;2.5;3.1;6.6;8.1;0.809;0.681;74.1;13.9;12.0;0.44
Gligorije RAKOČEVIĆ;2024-25;Alba Fehérvár;14;305;21.8;114;8.1;20.3;48;67;3.4;4.8;8.6;11.9;0.716;2;4;0.1;0.3;0.4;0.7;0.500;50;71;3.6;5.1;8.9;12.7;0.704;0;1;0.0;0.1;0.0;0.2;0.000;50;72;3.6;5.1;8.9;12.8;0.694;0.694;14;19;1.0;1.4;2.5;3.4;0.737;0.708;93.1;5.6;1.4;0.26
GÁSPÁR Mátyás;2022-23;DEAC;23;302;13.1;64;2.8;12.0;18;36;0.8;1.6;3.4;6.7;0.500;0;2;0.0;0.1;0.0;0.4;0.000;18;38;0.8;1.7;3.4;7.1;0.474;8;23;0.3;1.0;1.5;4.3;0.348;26;61;1.1;2.7;4.9;11.4;0.426;0.492;4;7;0.2;0.3;0.8;1.3;0.571;0.499;59.0;3.3;37.7;0.12
TAKÁCS Kristóf;2022-23;Körmend;31;301;9.7;73;2.4;13.1;24;35;0.8;1.1;4.3;6.3;0.686;0;2;0.0;0.1;0.0;0.4;0.000;24;37;0.8;1.2;4.3;6.6;0.649;4;14;0.1;0.5;0.7;2.5;0.286;28;51;0.9;1.6;5.0;9.1;0.549;0.588;13;21;0.4;0.7;2.3;3.8;0.619;0.604;68.6;3.9;27.5;0.41
KASS Balázs;2024-25;Alba Fehérvár;33;301;9.1;56;1.7;9.9;2;6;0.1;0.2;0.4;1.1;0.333;0;2;0.0;0.1;0.0;0.4;0.000;2;8;0.1;0.2;0.4;1.4;0.250;13;41;0.4;1.2;2.3;7.3;0.317;15;49;0.5;1.5;2.7;8.7;0.306;0.439;13;17;0.4;0.5;2.3;3.0;0.765;0.494;12.2;4.1;83.7;0.35
PAÁR Márk;2022-23;Kaposvár;25;300;12.0;113;4.5;20.4;27;46;1.1;1.8;4.9;8.3;0.587;1;6;0.0;0.2;0.2;1.1;0.167;28;52;1.1;2.1;5.1;9.4;0.538;14;35;0.6;1.4;2.5;6.3;0.400;42;87;1.7;3.5;7.6;15.7;0.483;0.563;15;17;0.6;0.7;2.7;3.1;0.882;0.597;52.9;6.9;40.2;0.20
Amorie ARCHIBALD;2023-24;Sopron;12;300;25.0;167;13.9;30.1;36;78;3.0;6.5;6.5;14.1;0.462;4;17;0.3;1.4;0.7;3.1;0.235;40;95;3.3;7.9;7.2;17.1;0.421;12;41;1.0;3.4;2.2;7.4;0.293;52;136;4.3;11.3;9.4;24.5;0.382;0.426;51;60;4.3;5.0;9.2;10.8;0.850;0.512;57.4;12.5;30.1;0.44
BOGDÁN Benedek;2023-24;Kaposvár;21;299;14.2;46;2.2;8.6;8;19;0.4;0.9;1.5;3.6;0.421;1;9;0.0;0.4;0.2;1.7;0.111;9;28;0.4;1.3;1.7;5.2;0.321;5;21;0.2;1.0;0.9;3.9;0.238;14;49;0.7;2.3;2.6;9.2;0.286;0.337;13;18;0.6;0.9;2.4;3.4;0.722;0.403;38.8;18.4;42.9;0.37
Tevin BROWN;2024-25;ZTE;10;298;29.8;157;15.7;28.0;20;37;2.0;3.7;3.6;6.6;0.541;5;10;0.5;1.0;0.9;1.8;0.500;25;47;2.5;4.7;4.5;8.4;0.532;29;83;2.9;8.3;5.2;14.8;0.349;54;130;5.4;13.0;9.6;23.2;0.415;0.527;20;28;2.0;2.8;3.6;5.0;0.714;0.550;28.5;7.7;63.8;0.22
Cheikh Mbacke DIONG;2022-23;Alba Fehérvár;20;297;14.9;148;7.4;27.3;63;86;3.2;4.3;11.6;15.9;0.733;3;4;0.2;0.2;0.6;0.7;0.750;66;90;3.3;4.5;12.2;16.6;0.733;0;0;0.0;0.0;0.0;0.0;;66;90;3.3;4.5;12.2;16.6;0.733;0.733;16;32;0.8;1.6;3.0;5.9;0.500;0.709;95.6;4.4;0.0;0.36
SZŐKE Bálint;2023-24;Kaposvár;21;297;14.1;88;4.2;16.5;13;15;0.6;0.7;2.4;2.8;0.867;1;3;0.0;0.1;0.2;0.6;0.333;14;18;0.7;0.9;2.6;3.4;0.778;16;35;0.8;1.7;3.0;6.6;0.457;30;53;1.4;2.5;5.6;9.9;0.566;0.717;12;19;0.6;0.9;2.3;3.6;0.632;0.715;28.3;5.7;66.0;0.36
Tomas LEKŪNAS;2023-24;ZTE;12;296;24.7;95;7.9;17.3;15;27;1.3;2.3;2.7;4.9;0.556;0;4;0.0;0.3;0.0;0.7;0.000;15;31;1.3;2.6;2.7;5.6;0.484;9;41;0.8;3.4;1.6;7.5;0.220;24;72;2.0;6.0;4.4;13.1;0.333;0.396;38;60;3.2;5.0;6.9;10.9;0.633;0.480;37.5;5.6;56.9;0.83
KELENFÖLDI Domonkos;2024-25;Kecskemét;31;296;9.5;65;2.1;12.5;10;23;0.3;0.7;1.9;4.4;0.435;1;2;0.0;0.1;0.2;0.4;0.500;11;25;0.4;0.8;2.1;4.8;0.440;12;34;0.4;1.1;2.3;6.5;0.353;23;59;0.7;1.9;4.4;11.4;0.390;0.492;7;10;0.2;0.3;1.4;1.9;0.700;0.512;39.0;3.4;57.6;0.17
CSENDES Péter;2024-25;Sopron;28;296;10.6;73;2.6;13.5;3;8;0.1;0.3;0.6;1.5;0.375;3;7;0.1;0.3;0.6;1.3;0.429;6;15;0.2;0.5;1.1;2.8;0.400;18;55;0.6;2.0;3.3;10.2;0.327;24;70;0.9;2.5;4.4;12.9;0.343;0.471;7;8;0.3;0.3;1.3;1.5;0.875;0.496;11.4;10.0;78.6;0.11
Milić STAROVLAH;2022-23;Szedeák;10;295;29.5;103;10.3;18.9;18;30;1.8;3.0;3.3;5.5;0.600;6;13;0.6;1.3;1.1;2.4;0.462;24;43;2.4;4.3;4.4;7.9;0.558;10;40;1.0;4.0;1.8;7.4;0.250;34;83;3.4;8.3;6.3;15.3;0.410;0.470;25;31;2.5;3.1;4.6;5.7;0.806;0.531;36.1;15.7;48.2;0.37
NÉMETH Ákos;2022-23;ZTE;27;295;10.9;83;3.1;15.2;23;43;0.9;1.6;4.2;7.9;0.535;1;3;0.0;0.1;0.2;0.6;0.333;24;46;0.9;1.7;4.4;8.4;0.522;3;13;0.1;0.5;0.6;2.4;0.231;27;59;1.0;2.2;4.9;10.8;0.458;0.483;26;38;1.0;1.4;4.8;6.9;0.684;0.545;72.9;5.1;22.0;0.64
DeAndre DAVIS;2024-25;Szedeák;10;294;29.4;82;8.2;15.5;17;29;1.7;2.9;3.2;5.5;0.586;2;8;0.2;0.8;0.4;1.5;0.250;19;37;1.9;3.7;3.6;7.0;0.514;12;39;1.2;3.9;2.3;7.4;0.308;31;76;3.1;7.6;5.9;14.3;0.408;0.487;8;11;0.8;1.1;1.5;2.1;0.727;0.506;38.2;10.5;51.3;0.15
MOLNÁR Mátyás;2024-25;PVSK;28;293;10.5;94;3.4;17.1;20;39;0.7;1.4;3.6;7.1;0.513;0;0;0.0;0.0;0.0;0.0;;20;39;0.7;1.4;3.6;7.1;0.513;12;35;0.4;1.3;2.2;6.4;0.343;32;74;1.1;2.6;5.8;13.5;0.432;0.514;18;22;0.6;0.8;3.3;4.0;0.818;0.560;52.7;0.0;47.3;0.30
BOR Gábor;2024-25;NKA Pécs;24;292;12.2;45;1.9;8.4;11;20;0.5;0.8;2.1;3.7;0.550;0;2;0.0;0.1;0.0;0.4;0.000;11;22;0.5;0.9;2.1;4.1;0.500;6;25;0.3;1.0;1.1;4.7;0.240;17;47;0.7;2.0;3.2;8.8;0.362;0.426;5;8;0.2;0.3;0.9;1.5;0.625;0.445;42.6;4.3;53.2;0.17
Rahlir HOLLIS-JEFFERSON;2023-24;Oroszlány;10;290;29.0;87;8.7;15.8;24;46;2.4;4.6;4.4;8.4;0.522;3;11;0.3;1.1;0.6;2.0;0.273;27;57;2.7;5.7;4.9;10.4;0.474;3;14;0.3;1.4;0.6;2.5;0.214;30;71;3.0;7.1;5.5;12.9;0.423;0.444;24;33;2.4;3.3;4.4;6.0;0.727;0.507;64.8;15.5;19.7;0.47
SZABÓ Zsolt;2022-23;Alba Fehérvár;25;288;11.5;84;3.4;15.9;24;38;1.0;1.5;4.5;7.2;0.632;1;6;0.0;0.2;0.2;1.1;0.167;25;44;1.0;1.8;4.7;8.3;0.568;6;26;0.2;1.0;1.1;4.9;0.231;31;70;1.2;2.8;5.9;13.2;0.443;0.486;16;17;0.6;0.7;3.0;3.2;0.941;0.541;54.3;8.6;37.1;0.24
Jr. CLAY;2023-24;Szolnok;11;286;26.0;128;11.6;24.1;28;63;2.5;5.7;5.3;11.8;0.444;0;9;0.0;0.8;0.0;1.7;0.000;28;72;2.5;6.5;5.3;13.5;0.389;16;51;1.5;4.6;3.0;9.6;0.314;44;123;4.0;11.2;8.3;23.1;0.358;0.423;24;35;2.2;3.2;4.5;6.6;0.686;0.461;51.2;7.3;41.5;0.29
MERKL Barna;2024-25;PVSK;30;282;9.4;51;1.7;9.7;18;37;0.6;1.2;3.4;7.1;0.486;0;4;0.0;0.1;0.0;0.8;0.000;18;41;0.6;1.4;3.4;7.8;0.439;3;6;0.1;0.2;0.6;1.1;0.500;21;47;0.7;1.6;4.0;9.0;0.447;0.479;6;10;0.2;0.3;1.1;1.9;0.600;0.495;78.7;8.5;12.8;0.21
HERGER Salamon;2023-24;NKA Pécs;27;280;10.4;51;1.9;9.6;20;36;0.7;1.3;3.8;6.8;0.556;1;7;0.0;0.3;0.2;1.3;0.143;21;43;0.8;1.6;4.0;8.1;0.488;1;5;0.0;0.2;0.2;0.9;0.200;22;48;0.8;1.8;4.1;9.0;0.458;0.469;6;7;0.2;0.3;1.1;1.3;0.857;0.499;75.0;14.6;10.4;0.15
Harrison HENDERSON;2022-23;NYBS;13;276;21.2;100;7.7;18.9;17;36;1.3;2.8;3.2;6.8;0.472;4;20;0.3;1.5;0.8;3.8;0.200;21;56;1.6;4.3;4.0;10.6;0.375;11;26;0.8;2.0;2.1;4.9;0.423;32;82;2.5;6.3;6.0;15.5;0.390;0.457;25;33;1.9;2.5;4.7;6.2;0.758;0.516;43.9;24.4;31.7;0.40
DOKTOR Péter;2024-25;Körmend;22;276;12.6;71;3.2;13.7;14;30;0.6;1.4;2.7;5.8;0.467;3;11;0.1;0.5;0.6;2.1;0.273;17;41;0.8;1.9;3.3;7.9;0.415;11;35;0.5;1.6;2.1;6.8;0.314;28;76;1.3;3.5;5.4;14.7;0.368;0.441;4;6;0.2;0.3;0.8;1.2;0.667;0.451;39.5;14.5;46.1;0.08
KÖRMENDI Bence;2024-25;Kecskemét;23;275;12.0;35;1.5;7.2;5;12;0.2;0.5;1.0;2.5;0.417;0;3;0.0;0.1;0.0;0.6;0.000;5;15;0.2;0.7;1.0;3.1;0.333;8;38;0.3;1.7;1.7;7.9;0.211;13;53;0.6;2.3;2.7;11.0;0.245;0.321;1;2;0.0;0.1;0.2;0.4;0.500;0.325;22.6;5.7;71.7;0.04
BALSAY Ádám;2024-25;Oroszlány;22;275;12.5;61;2.8;11.9;13;26;0.6;1.2;2.5;5.1;0.500;0;3;0.0;0.1;0.0;0.6;0.000;13;29;0.6;1.3;2.5;5.7;0.448;7;17;0.3;0.8;1.4;3.3;0.412;20;46;0.9;2.1;3.9;9.0;0.435;0.511;14;22;0.6;1.0;2.7;4.3;0.636;0.546;56.5;6.5;37.0;0.48
Yasiin JOSEPH;2024-25;Atomerőmű SE;12;274;22.8;126;10.5;24.7;27;47;2.3;3.9;5.3;9.2;0.574;5;13;0.4;1.1;1.0;2.6;0.385;32;60;2.7;5.0;6.3;11.8;0.533;15;40;1.3;3.3;2.9;7.9;0.375;47;100;3.9;8.3;9.2;19.6;0.470;0.545;17;21;1.4;1.8;3.3;4.1;0.810;0.576;47.0;13.0;40.0;0.21
FAZEKAS Csaba;2023-24;Sopron;26;264;10.2;64;2.5;13.2;7;16;0.3;0.6;1.4;3.3;0.438;2;9;0.1;0.3;0.4;1.9;0.222;9;25;0.3;1.0;1.9;5.2;0.360;13;53;0.5;2.0;2.7;10.9;0.245;22;78;0.8;3.0;4.5;16.1;0.282;0.365;7;9;0.3;0.3;1.4;1.9;0.778;0.390;20.5;11.5;67.9;0.12
DOROGI Gergő;2024-25;Atomerőmű SE;34;262;7.7;60;1.8;12.5;11;17;0.3;0.5;2.3;3.5;0.647;5;6;0.1;0.2;1.0;1.3;0.833;16;23;0.5;0.7;3.3;4.8;0.696;7;29;0.2;0.9;1.5;6.0;0.241;23;52;0.7;1.5;4.8;10.8;0.442;0.510;7;12;0.2;0.4;1.5;2.5;0.583;0.523;32.7;11.5;55.8;0.23
SZABADFI Márk;2024-25;Oroszlány;27;262;9.7;62;2.3;12.9;7;19;0.3;0.7;1.5;4.0;0.368;2;9;0.1;0.3;0.4;1.9;0.222;9;28;0.3;1.0;1.9;5.8;0.321;11;23;0.4;0.9;2.3;4.8;0.478;20;51;0.7;1.9;4.2;10.6;0.392;0.500;11;20;0.4;0.7;2.3;4.2;0.550;0.517;37.3;17.6;45.1;0.39
KISS Dávid;2022-23;Kecskemét;29;257;8.9;91;3.1;19.5;34;50;1.2;1.7;7.3;10.7;0.680;4;6;0.1;0.2;0.9;1.3;0.667;38;56;1.3;1.9;8.2;12.0;0.679;0;1;0.0;0.0;0.0;0.2;0.000;38;57;1.3;2.0;8.2;12.2;0.667;0.667;15;21;0.5;0.7;3.2;4.5;0.714;0.685;87.7;10.5;1.8;0.37
PUSKA Bence;2023-24;Kaposvár;27;257;9.5;56;2.1;12.1;12;22;0.4;0.8;2.6;4.8;0.545;3;5;0.1;0.2;0.7;1.1;0.600;15;27;0.6;1.0;3.3;5.9;0.556;6;31;0.2;1.1;1.3;6.7;0.194;21;58;0.8;2.1;4.6;12.6;0.362;0.414;8;14;0.3;0.5;1.7;3.0;0.571;0.435;37.9;8.6;53.4;0.24
Kobe LANGLEY;2024-25;Szedeák;9;257;28.6;98;10.9;21.3;19;40;2.1;4.4;4.1;8.7;0.475;6;12;0.7;1.3;1.3;2.6;0.500;25;52;2.8;5.8;5.4;11.3;0.481;10;48;1.1;5.3;2.2;10.4;0.208;35;100;3.9;11.1;7.6;21.7;0.350;0.400;18;28;2.0;3.1;3.9;6.1;0.643;0.435;40.0;12.0;48.0;0.28
SZABADFI Márk;2022-23;Oroszlány;30;255;8.5;66;2.2;14.3;9;31;0.3;1.0;2.0;6.7;0.290;6;10;0.2;0.3;1.3;2.2;0.600;15;41;0.5;1.4;3.2;8.9;0.366;8;37;0.3;1.2;1.7;8.0;0.216;23;78;0.8;2.6;5.0;16.9;0.295;0.346;12;16;0.4;0.5;2.6;3.5;0.750;0.387;39.7;12.8;47.4;0.21
RADICS Gerzson;2023-24;Atomerőmű SE;19;251;13.2;43;2.3;9.3;11;27;0.6;1.4;2.4;5.9;0.407;1;3;0.1;0.2;0.2;0.7;0.333;12;30;0.6;1.6;2.6;6.5;0.400;4;20;0.2;1.1;0.9;4.3;0.200;16;50;0.8;2.6;3.5;10.8;0.320;0.360;7;14;0.4;0.7;1.5;3.0;0.500;0.382;54.0;6.0;40.0;0.28
SZALAY Domonkos;2024-25;ZTE;26;249;9.6;51;2.0;11.1;10;17;0.4;0.7;2.2;3.7;0.588;0;6;0.0;0.2;0.0;1.3;0.000;10;23;0.4;0.9;2.2;5.0;0.435;7;25;0.3;1.0;1.5;5.4;0.280;17;48;0.7;1.8;3.7;10.4;0.354;0.427;10;12;0.4;0.5;2.2;2.6;0.833;0.478;35.4;12.5;52.1;0.25
David NICHOLS;2024-25;Alba Fehérvár;8;247;30.9;147;18.4;31.7;24;37;3.0;4.6;5.2;8.0;0.649;3;6;0.4;0.8;0.7;1.3;0.500;27;43;3.4;5.4;5.8;9.3;0.628;24;54;3.0;6.8;5.2;11.7;0.444;51;97;6.4;12.1;11.0;21.0;0.526;0.649;21;27;2.6;3.4;4.5;5.8;0.778;0.673;38.1;6.2;55.7;0.28
Marko RADOVANOVIĆ;2024-25;Szolnok;17;247;14.5;104;6.1;22.6;32;56;1.9;3.3;6.9;12.2;0.571;1;4;0.1;0.2;0.2;0.9;0.250;33;60;1.9;3.5;7.2;13.0;0.550;5;20;0.3;1.2;1.1;4.3;0.250;38;80;2.2;4.7;8.2;17.4;0.475;0.506;23;29;1.4;1.7;5.0;6.3;0.793;0.559;70.0;5.0;25.0;0.36
NEUWIRTH Bence;2022-23;DEAC;24;245;10.2;43;1.8;9.8;4;10;0.2;0.4;0.9;2.3;0.400;0;1;0.0;0.0;0.0;0.2;0.000;4;11;0.2;0.5;0.9;2.5;0.364;10;37;0.4;1.5;2.3;8.5;0.270;14;48;0.6;2.0;3.2;11.0;0.292;0.396;5;6;0.2;0.3;1.1;1.4;0.833;0.424;20.8;2.1;77.1;0.13
Nahziah CARTER;2022-23;Szedeák;14;242;17.3;140;10.0;32.0;46;71;3.3;5.1;10.5;16.3;0.648;6;18;0.4;1.3;1.4;4.1;0.333;52;89;3.7;6.4;11.9;20.4;0.584;6;32;0.4;2.3;1.4;7.3;0.188;58;121;4.1;8.6;13.3;27.7;0.479;0.504;18;31;1.3;2.2;4.1;7.1;0.581;0.519;58.7;14.9;26.4;0.26
L.G. GILL;2023-24;Sopron;9;241;26.8;96;10.7;21.3;31;50;3.4;5.6;6.9;11.1;0.620;4;10;0.4;1.1;0.9;2.2;0.400;35;60;3.9;6.7;7.8;13.3;0.583;6;17;0.7;1.9;1.3;3.8;0.353;41;77;4.6;8.6;9.1;17.1;0.532;0.571;8;15;0.9;1.7;1.8;3.3;0.533;0.573;64.9;13.0;22.1;0.20
CSUTI Kornél;2023-24;ZTE;31;238;7.7;74;2.4;16.9;22;37;0.7;1.2;5.0;8.5;0.595;1;6;0.0;0.2;0.2;1.4;0.167;23;43;0.7;1.4;5.3;9.8;0.535;7;28;0.2;0.9;1.6;6.4;0.250;30;71;1.0;2.3;6.9;16.2;0.423;0.472;7;12;0.2;0.4;1.6;2.7;0.583;0.484;52.1;8.5;39.4;0.17
KOVÁCS Ákos;2022-23;DEAC;18;237;13.2;44;2.4;10.5;11;20;0.6;1.1;2.6;4.8;0.550;2;8;0.1;0.4;0.5;1.9;0.250;13;28;0.7;1.6;3.1;6.7;0.464;3;15;0.2;0.8;0.7;3.6;0.200;16;43;0.9;2.4;3.8;10.2;0.372;0.407;9;13;0.5;0.7;2.1;3.1;0.692;0.450;46.5;18.6;34.9;0.30
SÖVEGJÁRTÓ Ábel;2022-23;Falco KC;34;236;6.9;46;1.4;10.7;15;19;0.4;0.6;3.5;4.4;0.789;0;1;0.0;0.0;0.0;0.2;0.000;15;20;0.4;0.6;3.5;4.7;0.750;5;34;0.1;1.0;1.2;7.9;0.147;20;54;0.6;1.6;4.7;12.6;0.370;0.417;1;1;0.0;0.0;0.2;0.2;1.000;0.422;35.2;1.9;63.0;0.02
